query_id,estimated_realized_mse,geometry_realized_mse,estimated_residual_cosine,geometry_residual_cosine,reliability_weight
102::AHR+FEV,0.2004944331658474,0.1821582363911965,0.51176307533769,0.6449096462958691,0.8109999895095825
103::DUSP9+SNAI1,0.806195141989434,0.784765370023138,-0.3088610584866791,-0.3285687710864358,0.7459999918937683
103::ELMSAN1+MAP2K3,0.0372747645049033,0.035248743435621,0.7196294357901721,0.6931466213236684,0.3379999995231628
103::CDKN1A+CDKN1B,0.0970193847329535,0.1052992452510087,0.6431589517526769,0.6505382406063595,0.0
103::CEBPE+SPI1,0.3570604553318008,0.3219551738701073,0.6387887596163431,0.6325222998670129,0.7860000133514404
103::PTPN12+PTPN9,0.0351003436017322,0.0753515691061943,0.8261931062479432,0.5605529104334583,0.0640000030398368
103::FOXA1+FOXA3,0.0758774306156715,0.059686607056464,0.4975261507808075,0.5020319689165882,0.1689999997615814
103::FOXA1+HOXB9,0.0906065735988613,0.0784370516755816,0.5610094681216404,0.6893800220214249,0.1099999994039535
104::ETS2+PRTG,0.039303689608045,0.0468683885185977,0.8888474121136744,0.8708133161217256,0.356000006198883
104::CEBPA+CEBPB,0.3275877737187722,0.2505567630779202,0.9037955783512798,0.9047122771671392,0.3499999940395355
104::FOSB+UBASH3B,0.1680355424438852,0.3493726409858012,-0.0759246069968999,-0.4574570072603201,0.4560000002384186
104::CEBPB+CEBPE,0.1611952970540562,0.1234545422063524,0.9000919415052525,0.9041249881414154,0.2179999947547912
104::ETS2+IGDCC3,0.0455655631105711,0.0546835959850045,0.8959506438074616,0.8788388780635356,0.3529999852180481
104::FOXA1+HOXB9,0.0731362820680464,0.0636169786572617,0.6855652367716648,0.7215290455944704,0.1099999994039535
104::AHR+FEV,0.1841023322761888,0.1599259226793725,0.6407990812200148,0.6568404150916872,0.8109999895095825
104::DLX2+ZBTB10,0.1766900486509831,0.187755284902087,0.5139752096949048,0.4733625682475352,0.3899999856948852
104::ETS2+MAP7D1,0.0920898246657652,0.1696986805432306,0.1582720209252428,0.0310654837110827,0.5199999809265137
105::CEBPB+LYL1,0.1846678576408363,0.1874874746883905,0.5619995572085812,0.5509380676976445,0.7369999885559082
105::FOSB+UBASH3B,0.1623997534770641,0.2495660015514304,-0.1520480813667552,-0.3508627156584686,0.4560000002384186
105::DUSP9+SNAI1,0.8259224983007385,0.7980827779657504,-0.3026435617474349,-0.2410016959310944,0.7459999918937683
105::FOXA3+FOXF1,0.0994632598585421,0.0871342010051528,0.4275606135165132,0.4205316602190427,0.0140000004321336
105::CEBPE+SPI1,0.4826868318114802,0.6361371440542587,0.6408327108454367,0.6291976770936794,0.7860000133514404
105::FOXA1+FOXA3,0.0912036649611086,0.07609724544533,0.4950226216796871,0.5017953752681419,0.1689999997615814
106::CEBPB+CEBPE,0.2913292946393272,0.1064385197155212,0.7844202793752116,0.9179708049234152,0.2179999947547912
106::PTPN9+UBASH3B,0.0382063877563235,0.0713068544092599,0.8256537985734913,0.6467128530760607,0.0
106::ETS2+IGDCC3,0.0246017501913591,0.0700579126260783,0.9448939884427826,0.8871515402077937,0.3529999852180481
106::CBFA2T3+POU3F2,0.0740153255763114,0.0803506542004104,0.5875325338847689,0.5340215473878321,0.1289999932050705
106::DLX2+ZBTB10,0.1862930499774988,0.2162633853082173,0.4730611128278781,0.3101995334646936,0.3899999856948852
106::SNAI1+UBASH3B,0.0482188856597703,0.1296489010403509,0.4942286372320448,-0.1320310698023233,0.2759999930858612
107::ETS2+PRTG,0.0368407125324851,0.0557189980537162,0.8968080446166469,0.8646453904005268,0.356000006198883
107::DUSP9+SNAI1,0.6584663955742884,0.7052509028504289,-0.0791721606928446,-0.166403172618822,0.7459999918937683
107::ETS2+IGDCC3,0.032349927696168,0.0514748847879113,0.926817556712486,0.9022671217991768,0.3529999852180481
107::TBX2+TBX3,0.0499216605670675,0.0399242995561755,0.5117065504572672,0.6563242616965578,0.3740000128746032
107::PTPN12+PTPN9,0.0417063196986308,0.0773512687177124,0.8238284902943952,0.5465609509005134,0.0640000030398368
107::CEBPE+KLF1,0.1807512691763464,0.3090531938036987,0.95788184409221,0.9207736143540522,0.75
107::KLF1+TGFBR2,0.0393515742571154,0.025950308328518,0.6285563642068395,0.6613950692740501,0.2090000063180923
107::DLX2+ZBTB10,0.1674568397437283,0.1711844038392592,0.5669813528297396,0.5708433209789568,0.3899999856948852
107::ETS2+MAP7D1,0.0907742591396382,0.0985787975727557,0.1455780567478931,0.0501574726706116,0.5199999809265137
108::FOSB+UBASH3B,0.1173120084808323,0.2027277042707918,0.0506449786016723,-0.364306377864919,0.4560000002384186
108::DUSP9+PRTG,0.0637802204223823,0.067089642257287,0.7124176008243323,0.6475587160531955,0.3630000054836273
108::CEBPE+ZC3HAV1,0.1410783019572586,0.1583220948093611,0.9552093025526838,0.9670463182957316,0.5799999833106995
108::PTPN12+PTPN9,0.034181574348238,0.0936623927183893,0.8298063090796125,0.3888570458511845,0.0640000030398368
108::FOXF1+HOXB9,0.0662683721300763,0.0585738507570595,0.5490103256677628,0.5788399581719212,0.0340000018477439
109::DUSP9+PRTG,0.0550675013327092,0.0699471424216148,0.7251983690233432,0.6399100421180831,0.3630000054836273
109::CEBPE+SPI1,0.2148447080849253,0.2849214148183881,0.6612302813093305,0.6360901171134947,0.7860000133514404
109::FOXA1+FOXA3,0.0677301957280449,0.0565525383685436,0.5479239547593759,0.550171655754633,0.1689999997615814
109::IKZF3+MAPK1,0.147369699539212,0.2100194298361345,0.8808437662500006,0.9162563004612642,0.4280000030994415
109::KLF1+TGFBR2,0.0289462079206941,0.0315498172336055,0.6372655135893085,0.5548517236461984,0.2090000063180923
109::DLX2+ZBTB10,0.1664585950011825,0.1805031116395844,0.5518047673072485,0.5179732222836904,0.3899999856948852
109::ETS2+MAP7D1,0.0996485646527009,0.0957772168078752,0.1043561248262849,0.0720879534017376,0.5199999809265137
110::DUSP9+PRTG,0.0826099555362647,0.0754903287758233,0.6320949122552654,0.5872838948261131,0.3630000054836273
110::SAMD1+UBASH3B,0.0487495265761281,0.039639160840741,0.5029103634879917,0.559817144333165,0.0
110::PTPN9+UBASH3B,0.0308465482428679,0.0480130873598263,0.8510348234782776,0.8079195555963834,0.0
110::ETS2+IGDCC3,0.0447821648933196,0.063432280047283,0.9081314360656744,0.8714844923180368,0.3529999852180481
110::CEBPE+ZC3HAV1,0.1599182697264326,0.1926733703033584,0.9555309247304764,0.9594411657931572,0.5799999833106995
110::TBX2+TBX3,0.044321269473674,0.0399242995561755,0.5874734246021515,0.6563242616965578,0.3740000128746032
110::BAK1+KLF1,0.0509996747625458,0.0604243975102459,0.3963751887255461,0.2160233032077195,0.3089999854564667
110::FOXA1+FOXA3,0.0714864503608466,0.056089870676512,0.5274721924419837,0.5496245574090571,0.1689999997615814
110::DLX2+ZBTB10,0.1606005725165944,0.1798279461693361,0.5699581840597185,0.5207038468292906,0.3899999856948852
110::ETS2+MAP7D1,0.0900138556976432,0.1001784987405703,0.1024151899409619,0.022845900248365,0.5199999809265137
111::DUSP9+ETS2,0.2496074510924982,0.2948664045141233,-0.0981970843498365,-0.1832194008786089,0.7250000238418579
111::CDKN1A+CDKN1B,0.1015297883481054,0.0964120239744543,0.6215680524274924,0.6505382406063617,0.0
111::CEBPE+SPI1,0.288327105536278,0.826832968401403,0.6469720733782511,0.6262130510211865,0.7860000133514404
111::BAK1+KLF1,0.0469806640017943,0.0676489271308855,0.4591583542184716,0.0997111965329456,0.3089999854564667
112::PTPN9+UBASH3B,0.0476806137142889,0.0773705843437071,0.7584686413254174,0.6066490604323236,0.0
112::CDKN1A+CDKN1B,0.1091364992228065,0.1052992452510087,0.6279660605788941,0.6505382406063595,0.0
112::BAK1+KLF1,0.0376283486614724,0.056472085955633,0.621158883251628,0.2905528692691767,0.3089999854564667
112::PTPN12+PTPN9,0.048356802294813,0.0887096843349843,0.7924186233213333,0.4302049013372449,0.0640000030398368
112::FOXA1+HOXB9,0.0738094746135553,0.0659691775890004,0.6656652053116352,0.7481216772841692,0.1099999994039535
112::KLF1+TGFBR2,0.0450294706087689,0.0276323239995601,0.5905449964889069,0.6332415545982601,0.2090000063180923
113::FOSB+UBASH3B,0.058550852187328,0.1418940550610119,0.5574158779247865,-0.1553339411947181,0.4560000002384186
113::DUSP9+PRTG,0.0532037020122196,0.0745922919470411,0.7354050703391491,0.5991314714539775,0.3630000054836273
113::ELMSAN1+MAP2K3,0.0351359181723423,0.0347237831466789,0.7120331443454935,0.702227637163163,0.3379999995231628
113::CDKN1A+CDKN1B,0.1122555174834844,0.1052992452510087,0.5995287632821674,0.6505382406063595,0.0
113::FOXA3+FOXF1,0.0702638773995991,0.0644517022416885,0.412410911727299,0.3730217481665955,0.0140000004321336
113::FOXA3+HOXB9,0.0574451687042338,0.0629484319537724,0.6305546002730907,0.627997646886041,0.090999998152256
113::FOXF1+HOXB9,0.0705590343851913,0.0575717320002733,0.5857171588533385,0.5824869014228303,0.0340000018477439
114::CBFA2T3+POU3F2,0.078809274293214,0.0740641002326659,0.6158274961543013,0.6005962892915687,0.1289999932050705
114::FOXA3+HOXB9,0.0527493723484372,0.0537353966538164,0.6749220084547957,0.6765465572818082,0.090999998152256
114::PTPN12+PTPN9,0.0344236733095042,0.0761727984249059,0.8269933970359108,0.5542347695980938,0.0640000030398368
114::CEBPE+KLF1,0.0600399781716943,0.1677026104441011,0.960912007818378,0.9658219695063192,0.75
114::DLX2+ZBTB10,0.1765940917079279,0.1907225697754939,0.5102346323698544,0.4687083055710163,0.3899999856948852
114::FOXF1+HOXB9,0.0690549330682517,0.0578591245007915,0.5736442220876465,0.5821539698947599,0.0340000018477439
114::CNN1+UBASH3B,0.0679151613529043,0.1656049914186622,0.9084248145215064,0.7348632669946245,0.6230000257492065
115::CEBPB+LYL1,0.1345174016703105,0.1324849139253708,0.745568127328912,0.7476193470638479,0.7369999885559082
115::ETS2+PRTG,0.0478473197661521,0.0817446849568348,0.8650386591191114,0.7998938585092487,0.356000006198883
115::DUSP9+ETS2,0.16399236722321,0.1753393347917928,0.3378628228506479,0.2624579667602518,0.7250000238418579
115::PTPN9+UBASH3B,0.0381397212128181,0.0646868868812348,0.8164965582184723,0.7041731114339977,0.0
115::CBFA2T3+POU3F2,0.0771023237601351,0.0733575927246272,0.616663621440705,0.6034137376073809,0.1289999932050705
115::CEBPE+ZC3HAV1,0.1238844188517474,0.1535943934323034,0.9689360432474664,0.9664255458884636,0.5799999833106995
115::ETS2+MAP7D1,0.0870900760774699,0.0676642214917924,0.123045805156374,0.2204197291487394,0.5199999809265137
116::CEBPB+LYL1,0.1825573027250617,0.2866407758289742,0.5711694029797628,0.0983721505440852,0.7369999885559082
116::CEBPA+CEBPB,0.3298831484745332,0.6577175183474413,0.8819498025749818,0.8137662374728536,0.3499999940395355
116::ELMSAN1+MAP2K3,0.0426086467147717,0.0356170714848609,0.7089040755010648,0.6972207148244988,0.3379999995231628
116::CBFA2T3+POU3F2,0.0875196559340473,0.0751118684112097,0.6172950334012667,0.5995844669830382,0.1289999932050705
116::CDKN1A+CDKN1C,0.1033686903429172,0.1315378261483677,0.7068718576387135,0.7081383089241357,0.1140000000596046
116::TBX2+TBX3,0.0454189453650256,0.0399242995561755,0.5727696204916725,0.6563242616965578,0.3740000128746032
116::KLF1+TGFBR2,0.0395902377976171,0.0284137362044498,0.6078827341406161,0.6200697432502372,0.2090000063180923
116::AHR+FEV,0.164136708954631,0.1713833007762968,0.6455766687502628,0.6961011648793731,0.8109999895095825
116::DLX2+ZBTB10,0.1947051577513584,0.1901541072209407,0.460943029481671,0.4608525285925502,0.3899999856948852
116::ETS2+MAP7D1,0.0974211880119686,0.0787034694794689,0.1205013633255318,0.1690549331158591,0.5199999809265137
117::CEBPA+CEBPB,0.2871902038107037,0.48928487637642,0.8965249576046054,0.89047961165758,0.3499999940395355
117::DUSP9+PRTG,0.0545501445365927,0.0898176943066067,0.7239105253011044,0.5793232009276204,0.3630000054836273
117::DUSP9+SNAI1,0.8855149475486163,0.8065607959972021,-0.4119962149146041,-0.3481970172319167,0.7459999918937683
117::CDKN1A+CDKN1C,0.1027735372942946,0.1315378261483677,0.708148295240251,0.7081383089241357,0.1140000000596046
117::PTPN12+PTPN9,0.0344404035648666,0.0673875808719133,0.8335505417633537,0.6419146539121658,0.0640000030398368
117::DLX2+ZBTB10,0.168183051240076,0.1716302988011932,0.545081899374809,0.5617421210111274,0.3899999856948852
117::FOXF1+HOXB9,0.0714667574103027,0.0577403517494087,0.5839374350460526,0.6018180758252114,0.0340000018477439
118::CEBPB+LYL1,0.1630037767755074,0.1585583878914071,0.633158129829905,0.6437820190103537,0.7369999885559082
118::ETS2+PRTG,0.0362278563173012,0.0889890966804881,0.8989988921283693,0.7415744720287252,0.356000006198883
118::FOSB+UBASH3B,0.0903585997160752,0.226042431156149,0.2706227227601231,-0.3282457397132517,0.4560000002384186
118::DUSP9+ETS2,0.2109177720828662,0.3018471800557828,0.1456899387333496,-0.190875246309631,0.7250000238418579
118::PTPN9+UBASH3B,0.0381276013121893,0.0357838359131612,0.8139331983213103,0.8266684412664673,0.0
118::ELMSAN1+MAP2K3,0.0380737198125056,0.0415109340055142,0.6747454299507893,0.6898178234931535,0.3379999995231628
118::CEBPE+SPI1,0.227092319926543,0.6431070436948303,0.636332206198684,0.6297291623245563,0.7860000133514404
118::TBX2+TBX3,0.0496758632122015,0.0398714036493124,0.5249308564847711,0.6519548341136354,0.3740000128746032
118::FOXF1+HOXB9,0.0755136152607378,0.07543867799845,0.6048792358537239,0.6084198170835288,0.0340000018477439
118::SNAI1+UBASH3B,0.0607246598046617,0.1282074403819817,0.6389330036811529,-0.0352422472406721,0.2759999930858612
119::ETS2+PRTG,0.0296052676074313,0.048090656465372,0.9184260843318554,0.8768248893633286,0.356000006198883
119::FOXA3+HOXB9,0.0650179374479727,0.060191451584888,0.5811145891474994,0.6157565040117773,0.090999998152256
119::PTPN12+PTPN9,0.0367105050129253,0.0752281940691547,0.8180668886972058,0.5704519085254747,0.0640000030398368
119::IKZF3+MAPK1,0.165580411148401,0.1641084154584591,0.89509804864467,0.925170501885074,0.4280000030994415
119::FOXA1+HOXB9,0.1315563792107475,0.0967906315699262,0.3076631616737786,0.5445379528015655,0.1099999994039535
120::CEBPB+LYL1,0.1895846482627564,0.1738503309031146,0.544543829890869,0.5952645455244471,0.7369999885559082
120::ETS2+PRTG,0.0339962779878927,0.0443828219782915,0.9046876934575764,0.8780843546455266,0.356000006198883
120::SAMD1+UBASH3B,0.0528726648818084,0.0477393634188923,0.480673866221126,0.5084195537272322,0.0
120::DUSP9+SNAI1,0.5346292807407776,0.7067101259880331,0.3371029864967957,-0.0884311358384643,0.7459999918937683
120::PTPN9+UBASH3B,0.0413662264323933,0.0383336091331838,0.7938301801113787,0.8147113857315605,0.0
120::IKZF3+MAPK1,0.0820127577284354,0.072765799425467,0.9131586174098668,0.9395916932604736,0.4280000030994415
120::CEBPE+KLF1,0.0618780509939781,0.1563524170378721,0.9549739170455572,0.960756689670696,0.75
120::ETS2+MAP7D1,0.125639357147898,0.1798493842745748,0.0711155755384342,0.0100019331005331,0.5199999809265137
121::CEBPB+LYL1,0.1421230844722306,0.1413176531099663,0.7198653170726509,0.7272143946280466,0.7369999885559082
121::SAMD1+UBASH3B,0.0432837249792266,0.0405998913063662,0.5349486321485432,0.5451984746112966,0.0
121::PTPN12+PTPN9,0.0316840571500113,0.0583151688112695,0.8456942099044227,0.706287519197418,0.0640000030398368
121::DLX2+ZBTB10,0.1651080361994534,0.179742824354224,0.5561682099753352,0.5223373034302461,0.3899999856948852
122::ETS2+PRTG,0.0443902844836278,0.1160590489755839,0.9012224796970436,0.6843681516574606,0.356000006198883
122::DUSP9+ETS2,0.0554377506591323,0.1654513122174602,0.8369130645366982,0.3315808544761529,0.7250000238418579
122::FOXA3+FOXF1,0.060374934333849,0.062508052680355,0.4435852940324655,0.4100622634236451,0.0140000004321336
122::BAK1+KLF1,0.0769069830706238,0.0762102248082575,-0.0865410798199817,-0.0330418488909933,0.3089999854564667
122::FOXA1+HOXB9,0.0622373992059045,0.059745991339387,0.7571222586706636,0.7730475169702028,0.1099999994039535
122::SNAI1+UBASH3B,0.0499617468422097,0.0920207610506284,0.4541372386474324,0.0391499936194428,0.2759999930858612
122::CNN1+UBASH3B,0.0853396388527517,0.1209305170859508,0.9085968672351457,0.8472478110215259,0.6230000257492065
123::ETS2+PRTG,0.0346589855045086,0.0751152163516963,0.911357732864154,0.8313519923918766,0.356000006198883
123::CEBPA+CEBPB,0.3058412203161001,0.458883532520865,0.910746532018989,0.9064457738999204,0.3499999940395355
123::DUSP9+ETS2,0.1005216334816422,0.1302915382544689,0.7548401695499865,0.6036456312802155,0.7250000238418579
123::DUSP9+SNAI1,0.6380686476251981,0.5413654596316974,-0.0022185540472671,0.3453418372744831,0.7459999918937683
123::PTPN9+UBASH3B,0.0381599734692968,0.0448859592885702,0.8263343694484899,0.824499062176832,0.0
123::FOXA3+HOXB9,0.0494360383266832,0.0498466589795884,0.6886212392902008,0.6949982320501734,0.090999998152256
123::CDKN1A+CDKN1C,0.1067544731807419,0.1315378261483677,0.7087954200923875,0.7081383089241357,0.1140000000596046
123::KLF1+TGFBR2,0.0278510262447402,0.0311524031411963,0.6407841200160905,0.5617758112468999,0.2090000063180923
123::SNAI1+UBASH3B,0.0364126495579098,0.0589175071011182,0.645469589323171,0.337977626688378,0.2759999930858612
124::FOSB+UBASH3B,0.0905847683094005,0.1667890196587709,0.2611791210288081,-0.2398378419869206,0.4560000002384186
124::DUSP9+ETS2,0.177754492748083,0.1449487381981654,0.2265767697445923,0.4730332429017191,0.7250000238418579
124::SAMD1+UBASH3B,0.046298630362444,0.043743585096434,0.5024284121292372,0.5074293174104898,0.0
124::FOXA3+FOXF1,0.0636660741028202,0.0594047972632525,0.4591986052837722,0.4439643829523865,0.0140000004321336
124::KLF1+TGFBR2,0.0348475558786583,0.0274994683545278,0.6131034415416756,0.6262822740365859,0.2090000063180923
124::FOXF1+HOXB9,0.063969359919001,0.0573255049611662,0.5671633286465281,0.5897133861694785,0.0340000018477439
125::DUSP9+PRTG,0.1589229569759808,0.066001721902662,0.1285132095665467,0.6511288620159692,0.3630000054836273
125::DUSP9+ETS2,0.0579917528677988,0.1086206680339499,0.8892072352788853,0.6856630411109887,0.7250000238418579
125::CEBPB+CEBPE,0.1608394996701745,0.1104240356322198,0.8851429760249871,0.9124341267449884,0.2179999947547912
125::CEBPE+SPI1,0.1869111947082989,0.3363198142229605,0.6533802053509558,0.6268111485862704,0.7860000133514404
125::IKZF3+MAPK1,0.118626295227863,0.0884795557938849,0.9112490497901844,0.946206940084208,0.4280000030994415
125::FOXA1+HOXB9,0.0877578853298662,0.0732315974641348,0.5792832055570297,0.7113704125186759,0.1099999994039535
125::KLF1+TGFBR2,0.0400550188866552,0.0273130118659125,0.6134272831210403,0.6389925643826964,0.2090000063180923
125::DLX2+ZBTB10,0.1712778751677776,0.1827792930727453,0.5295279370371648,0.5145413247322889,0.3899999856948852
125::FOXF1+HOXB9,0.0683443913030081,0.0601679796426636,0.5599465470900875,0.5681904234137791,0.0340000018477439
125::ETS2+MAP7D1,0.0902003637795143,0.0623929695893975,0.0898515463216649,0.2848668047214823,0.5199999809265137
126::FOSB+UBASH3B,0.1133415456425342,0.1006207398859764,0.1287472114635301,0.0967989897394089,0.4560000002384186
126::CDKN1A+CDKN1B,0.1045706794445907,0.1052992452510087,0.6146859220910873,0.6505382406063595,0.0
126::TBX2+TBX3,0.0491838979681575,0.0399242995561755,0.522143833468624,0.6563242616965578,0.3740000128746032
126::IKZF3+MAPK1,0.1565980088357457,0.215247856874767,0.910011169691948,0.8869989343694493,0.4280000030994415
126::FOXA1+HOXB9,0.0727557653978836,0.0689645461618444,0.6727911777497431,0.7314360702381403,0.1099999994039535
126::KLF1+TGFBR2,0.0429109448426531,0.0287265860179844,0.6104698143757618,0.6349932797045025,0.2090000063180923
126::CNN1+UBASH3B,0.0375380850436428,0.1201029894914911,0.9258142971780452,0.8558921401775275,0.6230000257492065
127::SAMD1+UBASH3B,0.0460490983918624,0.0420553124697768,0.4883879814376816,0.5387251352965645,0.0
127::CEBPB+CEBPE,0.2647011471802161,0.1590895081818268,0.811030407513226,0.9122624614118454,0.2179999947547912
127::PTPN9+UBASH3B,0.0384749988861803,0.0752975583366232,0.8250536986045119,0.7185184398411607,0.0
127::IKZF3+MAPK1,0.3728274266051359,0.2477851882405666,0.5419903390963886,0.9121325485543444,0.4280000030994415
127::FOXF1+HOXB9,0.0528999300862473,0.0564503694572967,0.6351079652014507,0.6321937034656684,0.0340000018477439
128::CEBPB+LYL1,0.1931928746890528,0.1775090250820228,0.5364774135365321,0.5983767689931917,0.7369999885559082
128::BAK1+KLF1,0.0648635564084974,0.06195192649899,0.1390956221390583,0.1632318131717167,0.3089999854564667
128::CEBPE+KLF1,0.0770842512261517,0.1237231400923241,0.967392245406596,0.96720030377152,0.75
128::SNAI1+UBASH3B,0.0635459666416076,0.0976318631907269,0.309757439377014,0.0044411501312853,0.2759999930858612
128::CNN1+UBASH3B,0.0679748028410748,0.1106696158697757,0.9079574281171444,0.865798361603534,0.6230000257492065
129::CEBPB+LYL1,0.1293199520576604,0.1583807200427993,0.7409066829939326,0.6704302349289777,0.7369999885559082
129::ELMSAN1+MAP2K3,0.0367148437539439,0.0377202012348291,0.6973355551785496,0.6607458784080836,0.3379999995231628
129::CDKN1A+CDKN1B,0.1105947580411356,0.1052992452510087,0.6015888034313399,0.6505382406063595,0.0
129::TBX2+TBX3,0.0718351243045675,0.0399242995561755,0.2095206093021233,0.6563242616965578,0.3740000128746032
129::KLF1+TGFBR2,0.0317370161052666,0.0320213590780691,0.603556964108607,0.5403723751921474,0.2090000063180923
129::SNAI1+UBASH3B,0.0598619308240915,0.1408509322931649,0.3595026354573196,-0.152483673956271,0.2759999930858612
