query_id,seed,pair,estimated_witness_risk,geometry_risk,selected_rho,selected_length_factor,selected_noise_ratio,estimated_realized_mse,geometry_realized_mse,estimated_residual_cosine,geometry_residual_cosine,reliability_weight,accepted_primary
101::CEBPE+ZC3HAV1,101,CEBPE+ZC3HAV1,0.0671051559214695,0.1368516801509884,0.9,4.0,0.03,0.1950422069080418,0.2045948699895937,0.9450720743099894,0.9625543072970122,0.5799999833106995,True
101::TBX2+TBX3,101,TBX2+TBX3,0.1219344045907288,0.1717113111557025,0.9,4.0,0.03,0.0482858012123103,0.0399242995561755,0.54126949810941,0.6563242616965578,0.3740000128746032,False
101::FOXA1+FOXA3,101,FOXA1+FOXA3,0.0720358640728616,0.1413587167757987,0.9,4.0,0.03,0.0739063733687196,0.0550577713191884,0.531987240164055,0.5586021482061444,0.1689999997615814,True
101::FOXA1+HOXB9,101,FOXA1+HOXB9,0.0529057503774747,0.1440498269395963,0.9,4.0,0.03,0.0856707281527773,0.0747457539639318,0.594057216124781,0.7043433480672303,0.1099999994039535,True
101::DLX2+ZBTB10,101,DLX2+ZBTB10,0.2079868664219812,0.1538133931681788,0.9,4.0,0.03,0.1813209016779313,0.178669560266588,0.5241253705719755,0.5283189728853456,0.3899999856948852,False
101::FOXF1+HOXB9,101,FOXF1+HOXB9,0.0520263400283486,0.1468697359706901,0.9,4.0,0.03,0.075295196447106,0.0599019018136429,0.5473004453336873,0.5699590192583341,0.0340000018477439,True
102::CEBPB+CEBPE,102,CEBPB+CEBPE,0.1177954402454774,0.1302448036835427,0.9,4.0,0.03,0.2800541202928588,0.1088895703287152,0.7865591991608716,0.91543117212853,0.2179999947547912,False
102::PTPN9+UBASH3B,102,PTPN9+UBASH3B,0.0440668684371152,0.1382158913630832,0.9,4.0,0.03,0.0415530164181647,0.0552486168430764,0.7956084753171748,0.7712531938054495,0.0,True
102::CDKN1A+CDKN1B,102,CDKN1A+CDKN1B,0.1057681589117849,0.1805202851280018,0.9,4.0,0.03,0.1046495708935468,0.1052992452510087,0.624668826462174,0.6505382406063595,0.0,False
102::ETS2+IGDCC3,102,ETS2+IGDCC3,0.0617257996001175,0.1314976736513454,0.9,4.0,0.03,0.039146933070819,0.0758325958446079,0.9188240624412156,0.86505751071905,0.3529999852180481,True
102::FOXA3+HOXB9,102,FOXA3+HOXB9,0.0558595042643144,0.1517621528439821,0.9,4.0,0.03,0.0502321426930906,0.049399706737843,0.7063329784778636,0.7069091196665129,0.090999998152256,True
102::CEBPE+ZC3HAV1,102,CEBPE+ZC3HAV1,0.0669234872540981,0.1427397233690148,0.9,4.0,0.03,0.1908254167813664,0.2265120304985326,0.9484759995471976,0.9564529069639154,0.5799999833106995,True
102::TBX2+TBX3,102,TBX2+TBX3,0.1268537319698009,0.1782916396325944,0.9,4.0,0.03,0.0528809186295174,0.0399242995561755,0.4825910172103098,0.6563242616965578,0.3740000128746032,False
102::AHR+FEV,102,AHR+FEV,0.3294940071454059,0.1639250661843047,0.9,4.0,0.03,0.2004944331658474,0.1821582363911965,0.51176307533769,0.6449096462958691,0.8109999895095825,False
103::DUSP9+SNAI1,103,DUSP9+SNAI1,0.1447542703262191,0.1319213983445324,0.75,4.0,0.1,0.806195141989434,0.784765370023138,-0.3088610584866791,-0.3285687710864358,0.7459999918937683,False
103::ELMSAN1+MAP2K3,103,ELMSAN1+MAP2K3,0.0833719827714357,0.1419263627291395,0.75,4.0,0.1,0.0372747645049033,0.035248743435621,0.7196294357901721,0.6931466213236684,0.3379999995231628,True
103::CDKN1A+CDKN1B,103,CDKN1A+CDKN1B,0.1194167402317392,0.1734786853063085,0.75,4.0,0.1,0.0970193847329535,0.1052992452510087,0.6431589517526769,0.6505382406063595,0.0,False
103::CEBPE+SPI1,103,CEBPE+SPI1,0.1689305865218286,0.1393416789580183,0.75,4.0,0.1,0.3570604553318008,0.3219551738701073,0.6387887596163431,0.6325222998670129,0.7860000133514404,False
103::PTPN12+PTPN9,103,PTPN12+PTPN9,0.0637822955550923,0.1312581227762722,0.75,4.0,0.1,0.0351003436017322,0.0753515691061943,0.8261931062479432,0.5605529104334583,0.0640000030398368,True
103::FOXA1+FOXA3,103,FOXA1+FOXA3,0.1059020209856951,0.1509715290095128,0.75,4.0,0.1,0.0758774306156715,0.059686607056464,0.4975261507808075,0.5020319689165882,0.1689999997615814,False
103::FOXA1+HOXB9,103,FOXA1+HOXB9,0.0891372096520314,0.1509715290095128,0.75,4.0,0.1,0.0906065735988613,0.0784370516755816,0.5610094681216404,0.6893800220214249,0.1099999994039535,True
104::ETS2+PRTG,104,ETS2+PRTG,0.0898042243795928,0.0875233664763454,0.5,0.5,0.03,0.039303689608045,0.0468683885185977,0.8888474121136744,0.8708133161217256,0.356000006198883,True
104::CEBPA+CEBPB,104,CEBPA+CEBPB,0.1906057267900368,0.1064428890099424,0.5,0.5,0.03,0.3275877737187722,0.2505567630779202,0.9037955783512798,0.9047122771671392,0.3499999940395355,False
104::FOSB+UBASH3B,104,FOSB+UBASH3B,0.0478700917210332,0.0833487752445488,0.5,0.5,0.03,0.1680355424438852,0.3493726409858012,-0.0759246069968999,-0.4574570072603201,0.4560000002384186,True
104::CEBPB+CEBPE,104,CEBPB+CEBPE,0.1522997448788042,0.0815383975572223,0.5,0.5,0.03,0.1611952970540562,0.1234545422063524,0.9000919415052525,0.9041249881414154,0.2179999947547912,False
104::ETS2+IGDCC3,104,ETS2+IGDCC3,0.1113897914809854,0.089182757824391,0.5,0.5,0.03,0.0455655631105711,0.0546835959850045,0.8959506438074616,0.8788388780635356,0.3529999852180481,False
104::FOXA1+HOXB9,104,FOXA1+HOXB9,0.0401544886141507,0.1067395241907629,0.5,0.5,0.03,0.0731362820680464,0.0636169786572617,0.6855652367716648,0.7215290455944704,0.1099999994039535,True
104::AHR+FEV,104,AHR+FEV,0.2231887417681247,0.1299183694206091,0.5,0.5,0.03,0.1841023322761888,0.1599259226793725,0.6407990812200148,0.6568404150916872,0.8109999895095825,False
104::DLX2+ZBTB10,104,DLX2+ZBTB10,0.2237792611722469,0.1370486030675988,0.5,0.5,0.03,0.1766900486509831,0.187755284902087,0.5139752096949048,0.4733625682475352,0.3899999856948852,False
104::ETS2+MAP7D1,104,ETS2+MAP7D1,0.1356578968690598,0.1200349547082766,0.5,0.5,0.03,0.0920898246657652,0.1696986805432306,0.1582720209252428,0.0310654837110827,0.5199999809265137,False
105::CEBPB+LYL1,105,CEBPB+LYL1,0.0990883205458449,0.1284081777331591,0.5,4.0,0.1,0.1846678576408363,0.1874874746883905,0.5619995572085812,0.5509380676976445,0.7369999885559082,False
105::FOSB+UBASH3B,105,FOSB+UBASH3B,0.0547460462132156,0.0797924809875929,0.5,4.0,0.1,0.1623997534770641,0.2495660015514304,-0.1520480813667552,-0.3508627156584686,0.4560000002384186,True
105::DUSP9+SNAI1,105,DUSP9+SNAI1,0.1164787463396452,0.0853455742494784,0.5,4.0,0.1,0.8259224983007385,0.7980827779657504,-0.3026435617474349,-0.2410016959310944,0.7459999918937683,False
105::FOXA3+FOXF1,105,FOXA3+FOXF1,0.0783177308251615,0.1202888668358722,0.5,4.0,0.1,0.0994632598585421,0.0871342010051528,0.4275606135165132,0.4205316602190427,0.0140000004321336,True
105::CEBPE+SPI1,105,CEBPE+SPI1,0.1498706064858981,0.1126314056382315,0.5,4.0,0.1,0.4826868318114802,0.6361371440542587,0.6408327108454367,0.6291976770936794,0.7860000133514404,False
105::FOXA1+FOXA3,105,FOXA1+FOXA3,0.0869089634428642,0.1202888668358722,0.5,4.0,0.1,0.0912036649611086,0.07609724544533,0.4950226216796871,0.5017953752681419,0.1689999997615814,True
106::CEBPB+CEBPE,106,CEBPB+CEBPE,0.1420290059767849,0.1227810532855789,0.9,2.0,0.1,0.2913292946393272,0.1064385197155212,0.7844202793752116,0.9179708049234152,0.2179999947547912,False
106::PTPN9+UBASH3B,106,PTPN9+UBASH3B,0.0642482789297026,0.1326799381757949,0.9,2.0,0.1,0.0382063877563235,0.0713068544092599,0.8256537985734913,0.6467128530760607,0.0,True
106::ETS2+IGDCC3,106,ETS2+IGDCC3,0.0679501061799669,0.1228085929652668,0.9,2.0,0.1,0.0246017501913591,0.0700579126260783,0.9448939884427826,0.8871515402077937,0.3529999852180481,True
106::CBFA2T3+POU3F2,106,CBFA2T3+POU3F2,0.0874243004733135,0.1634248846652465,0.9,2.0,0.1,0.0740153255763114,0.0803506542004104,0.5875325338847689,0.5340215473878321,0.1289999932050705,True
106::DLX2+ZBTB10,106,DLX2+ZBTB10,0.2302412416290935,0.1586931879046904,0.9,2.0,0.1,0.1862930499774988,0.2162633853082173,0.4730611128278781,0.3101995334646936,0.3899999856948852,False
106::SNAI1+UBASH3B,106,SNAI1+UBASH3B,0.0899750703284397,0.1287578742966372,0.9,2.0,0.1,0.0482188856597703,0.1296489010403509,0.4942286372320448,-0.1320310698023233,0.2759999930858612,True
107::ETS2+PRTG,107,ETS2+PRTG,0.085714525814101,0.1248801176099502,0.5,0.5,0.1,0.0368407125324851,0.0557189980537162,0.8968080446166469,0.8646453904005268,0.356000006198883,True
107::DUSP9+SNAI1,107,DUSP9+SNAI1,0.170224590560306,0.1222828872241707,0.5,0.5,0.1,0.6584663955742884,0.7052509028504289,-0.0791721606928446,-0.166403172618822,0.7459999918937683,False
107::ETS2+IGDCC3,107,ETS2+IGDCC3,0.0802806726638189,0.1248801176099502,0.5,0.5,0.1,0.032349927696168,0.0514748847879113,0.926817556712486,0.9022671217991768,0.3529999852180481,True
107::TBX2+TBX3,107,TBX2+TBX3,0.1488002905810904,0.1612597397033713,0.5,0.5,0.1,0.0499216605670675,0.0399242995561755,0.5117065504572672,0.6563242616965578,0.3740000128746032,False
107::PTPN12+PTPN9,107,PTPN12+PTPN9,0.0566430112300696,0.1313547317268255,0.5,0.5,0.1,0.0417063196986308,0.0773512687177124,0.8238284902943952,0.5465609509005134,0.0640000030398368,True
107::CEBPE+KLF1,107,CEBPE+KLF1,0.1434793870581689,0.1149485614573661,0.5,0.5,0.1,0.1807512691763464,0.3090531938036987,0.95788184409221,0.9207736143540522,0.75,False
107::KLF1+TGFBR2,107,KLF1+TGFBR2,0.0584983052025778,0.1122772989057754,0.5,0.5,0.1,0.0393515742571154,0.025950308328518,0.6285563642068395,0.6613950692740501,0.2090000063180923,True
107::DLX2+ZBTB10,107,DLX2+ZBTB10,0.1900298752436258,0.1496960887777931,0.5,0.5,0.1,0.1674568397437283,0.1711844038392592,0.5669813528297396,0.5708433209789568,0.3899999856948852,False
107::ETS2+MAP7D1,107,ETS2+MAP7D1,0.1222009257316519,0.1398621807253566,0.5,0.5,0.1,0.0907742591396382,0.0985787975727557,0.1455780567478931,0.0501574726706116,0.5199999809265137,False
108::FOSB+UBASH3B,108,FOSB+UBASH3B,0.0477436796981734,0.1307563687394036,0.9,4.0,0.03,0.1173120084808323,0.2027277042707918,0.0506449786016723,-0.364306377864919,0.4560000002384186,True
108::DUSP9+PRTG,108,DUSP9+PRTG,0.0841378414672143,0.1375050285972404,0.9,4.0,0.03,0.0637802204223823,0.067089642257287,0.7124176008243323,0.6475587160531955,0.3630000054836273,True
108::CEBPE+ZC3HAV1,108,CEBPE+ZC3HAV1,0.064056988129748,0.1408465797044818,0.9,4.0,0.03,0.1410783019572586,0.1583220948093611,0.9552093025526838,0.9670463182957316,0.5799999833106995,True
108::PTPN12+PTPN9,108,PTPN12+PTPN9,0.0475747949836181,0.1402249191778931,0.9,4.0,0.03,0.034181574348238,0.0936623927183893,0.8298063090796125,0.3888570458511845,0.0640000030398368,True
108::FOXF1+HOXB9,108,FOXF1+HOXB9,0.0676392943928152,0.1689389509377962,0.9,4.0,0.03,0.0662683721300763,0.0585738507570595,0.5490103256677628,0.5788399581719212,0.0340000018477439,True
109::DUSP9+PRTG,109,DUSP9+PRTG,0.1099480054447683,0.1331623142660397,0.75,4.0,0.1,0.0550675013327092,0.0699471424216148,0.7251983690233432,0.6399100421180831,0.3630000054836273,False
109::CEBPE+SPI1,109,CEBPE+SPI1,0.1865613552677007,0.1319899391718213,0.75,4.0,0.1,0.2148447080849253,0.2849214148183881,0.6612302813093305,0.6360901171134947,0.7860000133514404,False
109::FOXA1+FOXA3,109,FOXA1+FOXA3,0.0811624571646419,0.1287713492401245,0.75,4.0,0.1,0.0677301957280449,0.0565525383685436,0.5479239547593759,0.550171655754633,0.1689999997615814,True
109::IKZF3+MAPK1,109,IKZF3+MAPK1,0.1268455553636951,0.1342827849533729,0.75,4.0,0.1,0.147369699539212,0.2100194298361345,0.8808437662500006,0.9162563004612642,0.4280000030994415,False
109::KLF1+TGFBR2,109,KLF1+TGFBR2,0.0653920315469981,0.1120300288443658,0.75,4.0,0.1,0.0289462079206941,0.0315498172336055,0.6372655135893085,0.5548517236461984,0.2090000063180923,True
109::DLX2+ZBTB10,109,DLX2+ZBTB10,0.1600480353153457,0.1438287539489781,0.75,4.0,0.1,0.1664585950011825,0.1805031116395844,0.5518047673072485,0.5179732222836904,0.3899999856948852,False
109::ETS2+MAP7D1,109,ETS2+MAP7D1,0.1054258186231333,0.1344894794288528,0.75,4.0,0.1,0.0996485646527009,0.0957772168078752,0.1043561248262849,0.0720879534017376,0.5199999809265137,False
110::DUSP9+PRTG,110,DUSP9+PRTG,0.1218851697363343,0.1372200864802966,0.75,2.0,0.1,0.0826099555362647,0.0754903287758233,0.6320949122552654,0.5872838948261131,0.3630000054836273,False
110::SAMD1+UBASH3B,110,SAMD1+UBASH3B,0.051187595692227,0.1252704953165886,0.75,2.0,0.1,0.0487495265761281,0.039639160840741,0.5029103634879917,0.559817144333165,0.0,True
110::PTPN9+UBASH3B,110,PTPN9+UBASH3B,0.058347016222075,0.1335882324466444,0.75,2.0,0.1,0.0308465482428679,0.0480130873598263,0.8510348234782776,0.8079195555963834,0.0,True
110::ETS2+IGDCC3,110,ETS2+IGDCC3,0.0901205720892834,0.1365255988714234,0.75,2.0,0.1,0.0447821648933196,0.063432280047283,0.9081314360656744,0.8714844923180368,0.3529999852180481,True
110::CEBPE+ZC3HAV1,110,CEBPE+ZC3HAV1,0.0770313318746328,0.1358029611202031,0.75,2.0,0.1,0.1599182697264326,0.1926733703033584,0.9555309247304764,0.9594411657931572,0.5799999833106995,True
110::TBX2+TBX3,110,TBX2+TBX3,0.1246056858879516,0.1711569106641535,0.75,2.0,0.1,0.044321269473674,0.0399242995561755,0.5874734246021515,0.6563242616965578,0.3740000128746032,False
110::BAK1+KLF1,110,BAK1+KLF1,0.0715180020372958,0.1357026019893531,0.75,2.0,0.1,0.0509996747625458,0.0604243975102459,0.3963751887255461,0.2160233032077195,0.3089999854564667,True
110::FOXA1+FOXA3,110,FOXA1+FOXA3,0.0835343875596777,0.1397968799431188,0.75,2.0,0.1,0.0714864503608466,0.056089870676512,0.5274721924419837,0.5496245574090571,0.1689999997615814,True
110::DLX2+ZBTB10,110,DLX2+ZBTB10,0.1893412443832995,0.1531077997261753,0.75,2.0,0.1,0.1606005725165944,0.1798279461693361,0.5699581840597185,0.5207038468292906,0.3899999856948852,False
110::ETS2+MAP7D1,110,ETS2+MAP7D1,0.1091708847211949,0.1488400090603891,0.75,2.0,0.1,0.0900138556976432,0.1001784987405703,0.1024151899409619,0.022845900248365,0.5199999809265137,False
111::DUSP9+ETS2,111,DUSP9+ETS2,0.1970095939914823,0.0849709437386324,0.75,4.0,0.1,0.2496074510924982,0.2948664045141233,-0.0981970843498365,-0.1832194008786089,0.7250000238418579,False
111::CDKN1A+CDKN1B,111,CDKN1A+CDKN1B,0.1222739593370114,0.2008924388936357,0.75,4.0,0.1,0.1015297883481054,0.0964120239744543,0.6215680524274924,0.6505382406063617,0.0,False
111::CEBPE+SPI1,111,CEBPE+SPI1,0.1831090344145378,0.1101712308396782,0.75,4.0,0.1,0.288327105536278,0.826832968401403,0.6469720733782511,0.6262130510211865,0.7860000133514404,False
111::BAK1+KLF1,111,BAK1+KLF1,0.0847138739591163,0.128423480201666,0.75,4.0,0.1,0.0469806640017943,0.0676489271308855,0.4591583542184716,0.0997111965329456,0.3089999854564667,True
112::PTPN9+UBASH3B,112,PTPN9+UBASH3B,0.0448804958728345,0.1434480324801481,0.9,2.0,0.03,0.0476806137142889,0.0773705843437071,0.7584686413254174,0.6066490604323236,0.0,True
112::CDKN1A+CDKN1B,112,CDKN1A+CDKN1B,0.0936057237213174,0.1749508250678252,0.9,2.0,0.03,0.1091364992228065,0.1052992452510087,0.6279660605788941,0.6505382406063595,0.0,False
112::BAK1+KLF1,112,BAK1+KLF1,0.0608462991516747,0.1363519210157313,0.9,2.0,0.03,0.0376283486614724,0.056472085955633,0.621158883251628,0.2905528692691767,0.3089999854564667,True
112::PTPN12+PTPN9,112,PTPN12+PTPN9,0.0490737292209016,0.1448607455701606,0.9,2.0,0.03,0.048356802294813,0.0887096843349843,0.7924186233213333,0.4302049013372449,0.0640000030398368,True
112::FOXA1+HOXB9,112,FOXA1+HOXB9,0.046793978028711,0.1425504651790435,0.9,2.0,0.03,0.0738094746135553,0.0659691775890004,0.6656652053116352,0.7481216772841692,0.1099999994039535,True
112::KLF1+TGFBR2,112,KLF1+TGFBR2,0.0531906419689663,0.12180181014665,0.9,2.0,0.03,0.0450294706087689,0.0276323239995601,0.5905449964889069,0.6332415545982601,0.2090000063180923,True
113::FOSB+UBASH3B,113,FOSB+UBASH3B,0.0601853186728848,0.1264304533946794,0.75,1.0,0.1,0.058550852187328,0.1418940550610119,0.5574158779247865,-0.1553339411947181,0.4560000002384186,True
113::DUSP9+PRTG,113,DUSP9+PRTG,0.0980976943992256,0.139987987649693,0.75,1.0,0.1,0.0532037020122196,0.0745922919470411,0.7354050703391491,0.5991314714539775,0.3630000054836273,False
113::ELMSAN1+MAP2K3,113,ELMSAN1+MAP2K3,0.0808022254720409,0.1474188239812122,0.75,1.0,0.1,0.0351359181723423,0.0347237831466789,0.7120331443454935,0.702227637163163,0.3379999995231628,True
113::CDKN1A+CDKN1B,113,CDKN1A+CDKN1B,0.1199936066315939,0.1801871586843897,0.75,1.0,0.1,0.1122555174834844,0.1052992452510087,0.5995287632821674,0.6505382406063595,0.0,False
113::FOXA3+FOXF1,113,FOXA3+FOXF1,0.0821319106044254,0.1715317045794559,0.75,1.0,0.1,0.0702638773995991,0.0644517022416885,0.412410911727299,0.3730217481665955,0.0140000004321336,True
113::FOXA3+HOXB9,113,FOXA3+HOXB9,0.0985957812029273,0.1773691712314689,0.75,1.0,0.1,0.0574451687042338,0.0629484319537724,0.6305546002730907,0.627997646886041,0.090999998152256,False
113::FOXF1+HOXB9,113,FOXF1+HOXB9,0.0756920020700394,0.1715317045794559,0.75,1.0,0.1,0.0705590343851913,0.0575717320002733,0.5857171588533385,0.5824869014228303,0.0340000018477439,True
114::CBFA2T3+POU3F2,114,CBFA2T3+POU3F2,0.0896346824153796,0.1561752504019839,0.75,2.0,0.1,0.078809274293214,0.0740641002326659,0.6158274961543013,0.6005962892915687,0.1289999932050705,True
114::FOXA3+HOXB9,114,FOXA3+HOXB9,0.0773369193168727,0.1520573816307027,0.75,2.0,0.1,0.0527493723484372,0.0537353966538164,0.6749220084547957,0.6765465572818082,0.090999998152256,True
114::PTPN12+PTPN9,114,PTPN12+PTPN9,0.0597917451731474,0.1312453492481808,0.75,2.0,0.1,0.0344236733095042,0.0761727984249059,0.8269933970359108,0.5542347695980938,0.0640000030398368,True
114::CEBPE+KLF1,114,CEBPE+KLF1,0.1121714737417719,0.1176037359385905,0.75,2.0,0.1,0.0600399781716943,0.1677026104441011,0.960912007818378,0.9658219695063192,0.75,False
114::DLX2+ZBTB10,114,DLX2+ZBTB10,0.2130114947048763,0.1544250267061609,0.75,2.0,0.1,0.1765940917079279,0.1907225697754939,0.5102346323698544,0.4687083055710163,0.3899999856948852,False
114::FOXF1+HOXB9,114,FOXF1+HOXB9,0.0736340776748455,0.1520573816307027,0.75,2.0,0.1,0.0690549330682517,0.0578591245007915,0.5736442220876465,0.5821539698947599,0.0340000018477439,True
114::CNN1+UBASH3B,114,CNN1+UBASH3B,0.0589254804162961,0.1252706846023743,0.75,2.0,0.1,0.0679151613529043,0.1656049914186622,0.9084248145215064,0.7348632669946245,0.6230000257492065,True
115::CEBPB+LYL1,115,CEBPB+LYL1,0.0941439071371523,0.1457577705197765,0.75,1.0,0.1,0.1345174016703105,0.1324849139253708,0.745568127328912,0.7476193470638479,0.7369999885559082,False
115::ETS2+PRTG,115,ETS2+PRTG,0.0844078836347026,0.1338743810361987,0.75,1.0,0.1,0.0478473197661521,0.0817446849568348,0.8650386591191114,0.7998938585092487,0.356000006198883,True
115::DUSP9+ETS2,115,DUSP9+ETS2,0.2410273054939761,0.1334972775310685,0.75,1.0,0.1,0.16399236722321,0.1753393347917928,0.3378628228506479,0.2624579667602518,0.7250000238418579,False
115::PTPN9+UBASH3B,115,PTPN9+UBASH3B,0.0516280698373391,0.1326808082923383,0.75,1.0,0.1,0.0381397212128181,0.0646868868812348,0.8164965582184723,0.7041731114339977,0.0,True
115::CBFA2T3+POU3F2,115,CBFA2T3+POU3F2,0.0832376686148975,0.1571784846587217,0.75,1.0,0.1,0.0771023237601351,0.0733575927246272,0.616663621440705,0.6034137376073809,0.1289999932050705,True
115::CEBPE+ZC3HAV1,115,CEBPE+ZC3HAV1,0.1048291214490392,0.1433466391958162,0.75,1.0,0.1,0.1238844188517474,0.1535943934323034,0.9689360432474664,0.9664255458884636,0.5799999833106995,False
115::ETS2+MAP7D1,115,ETS2+MAP7D1,0.1152680549632165,0.1456511480936857,0.75,1.0,0.1,0.0870900760774699,0.0676642214917924,0.123045805156374,0.2204197291487394,0.5199999809265137,False
116::CEBPB+LYL1,116,CEBPB+LYL1,0.098259112952701,0.152806666921282,0.75,4.0,0.1,0.1825573027250617,0.2866407758289742,0.5711694029797628,0.0983721505440852,0.7369999885559082,False
116::CEBPA+CEBPB,116,CEBPA+CEBPB,0.1327795694199608,0.1364717580136382,0.75,4.0,0.1,0.3298831484745332,0.6577175183474413,0.8819498025749818,0.8137662374728536,0.3499999940395355,False
116::ELMSAN1+MAP2K3,116,ELMSAN1+MAP2K3,0.0956691053169123,0.1451825785622648,0.75,4.0,0.1,0.0426086467147717,0.0356170714848609,0.7089040755010648,0.6972207148244988,0.3379999995231628,False
116::CBFA2T3+POU3F2,116,CBFA2T3+POU3F2,0.0988369634703118,0.1599910184778999,0.75,4.0,0.1,0.0875196559340473,0.0751118684112097,0.6172950334012667,0.5995844669830382,0.1289999932050705,False
116::CDKN1A+CDKN1C,116,CDKN1A+CDKN1C,0.1731105360249424,0.1756341671415806,0.75,4.0,0.1,0.1033686903429172,0.1315378261483677,0.7068718576387135,0.7081383089241357,0.1140000000596046,False
116::TBX2+TBX3,116,TBX2+TBX3,0.1320826863140733,0.1734658440904499,0.75,4.0,0.1,0.0454189453650256,0.0399242995561755,0.5727696204916725,0.6563242616965578,0.3740000128746032,False
116::KLF1+TGFBR2,116,KLF1+TGFBR2,0.0653018379983755,0.1222474391589785,0.75,4.0,0.1,0.0395902377976171,0.0284137362044498,0.6078827341406161,0.6200697432502372,0.2090000063180923,True
116::AHR+FEV,116,AHR+FEV,0.2015074757724959,0.155329357210906,0.75,4.0,0.1,0.164136708954631,0.1713833007762968,0.6455766687502628,0.6961011648793731,0.8109999895095825,False
116::DLX2+ZBTB10,116,DLX2+ZBTB10,0.1604255901673586,0.1567084721737241,0.75,4.0,0.1,0.1947051577513584,0.1901541072209407,0.460943029481671,0.4608525285925502,0.3899999856948852,False
116::ETS2+MAP7D1,116,ETS2+MAP7D1,0.105728040426414,0.1434482540422949,0.75,4.0,0.1,0.0974211880119686,0.0787034694794689,0.1205013633255318,0.1690549331158591,0.5199999809265137,False
117::CEBPA+CEBPB,117,CEBPA+CEBPB,0.114771618153198,0.1157439642974145,0.75,4.0,0.1,0.2871902038107037,0.48928487637642,0.8965249576046054,0.89047961165758,0.3499999940395355,False
117::DUSP9+PRTG,117,DUSP9+PRTG,0.0990208082501235,0.125658648415567,0.75,4.0,0.1,0.0545501445365927,0.0898176943066067,0.7239105253011044,0.5793232009276204,0.3630000054836273,False
117::DUSP9+SNAI1,117,DUSP9+SNAI1,0.1507291996198341,0.1217637880877436,0.75,4.0,0.1,0.8855149475486163,0.8065607959972021,-0.4119962149146041,-0.3481970172319167,0.7459999918937683,False
117::CDKN1A+CDKN1C,117,CDKN1A+CDKN1C,0.1556632771041367,0.156224054446868,0.75,4.0,0.1,0.1027735372942946,0.1315378261483677,0.708148295240251,0.7081383089241357,0.1140000000596046,False
117::PTPN12+PTPN9,117,PTPN12+PTPN9,0.0659024343747786,0.1256721724646635,0.75,4.0,0.1,0.0344404035648666,0.0673875808719133,0.8335505417633537,0.6419146539121658,0.0640000030398368,True
117::DLX2+ZBTB10,117,DLX2+ZBTB10,0.1477132317975359,0.1386486423440408,0.75,4.0,0.1,0.168183051240076,0.1716302988011932,0.545081899374809,0.5617421210111274,0.3899999856948852,False
117::FOXF1+HOXB9,117,FOXF1+HOXB9,0.0628555852119109,0.1278356510642955,0.75,4.0,0.1,0.0714667574103027,0.0577403517494087,0.5839374350460526,0.6018180758252114,0.0340000018477439,True
118::CEBPB+LYL1,118,CEBPB+LYL1,0.0793034911759551,0.1358227201072367,0.9,4.0,0.03,0.1630037767755074,0.1585583878914071,0.633158129829905,0.6437820190103537,0.7369999885559082,True
