seed,pair,estimated_witness_risk,geometry_risk,estimated_realized_mse,geometry_realized_mse,estimated_residual_cosine,geometry_residual_cosine,selected_rho,selected_length_factor,selected_noise_ratio
1,CEBPA+CEBPE,0.2133789166050708,0.1265215493910162,0.454421292579817,0.4361661031742531,0.931206659192823,0.9527803998483486,0.75,1.0,0.1
1,ETS2+IKZF3,0.1401204661055974,0.1262855698811567,0.0365430088128948,0.0381609807905864,0.905578056870708,0.9110602362061656,0.75,1.0,0.1
1,SAMD1+TGFBR2,0.0665848434170742,0.1274182363375327,0.112350447566733,0.1208520531017687,0.3482407843979291,0.2843261298564043,0.75,1.0,0.1
1,CEBPE+PTPN12,0.0900344316938921,0.1096952219855741,0.1187837766753632,0.1787621391832419,0.9436364431982448,0.9346918707827124,0.75,1.0,0.1
1,CDKN1B+CDKN1C,0.1056368340668885,0.1611444081346584,0.1079635727213417,0.1214782856609255,0.6686781844069432,0.6903434560816448,0.75,1.0,0.1
1,CEBPE+SET,0.2597101848248609,0.1274333602168466,0.4849359865067273,0.3214396928109611,0.9352915625098848,0.942583919250025,0.75,1.0,0.1
1,CEBPA+JUN,0.2665766506453966,0.1461245289898002,0.3580332840969505,0.3225109825085751,0.3811515421943774,0.4587178778158823,0.75,1.0,0.1
1,PRTG+TGFBR2,0.067253403342401,0.1237442509761524,0.0506958201148269,0.0407047417475114,0.4604928576442368,0.5248205055231212,0.75,1.0,0.1
1,MAP2K6+SPI1,0.2089705266740202,0.1409842537892552,0.3189530105343174,0.6638221572832894,0.8597658195977087,-0.3171360058135254,0.75,1.0,0.1
1,IGDCC3+PRTG,0.2165771923156512,0.1249235628738504,0.2905672415749135,0.2009864767020493,0.5869952849952346,0.7780016297933524,0.75,1.0,0.1
1,UBASH3A+UBASH3B,0.0414983523939783,0.1187115215101339,0.1374028529472332,0.0951777042788287,0.1176408018704082,0.1448876921913901,0.75,1.0,0.1
1,KLF1+MAP2K6,0.0907949432367744,0.1210125681540029,0.0434773434234719,0.109173162998254,0.7533540241661101,0.095692714576202,0.75,1.0,0.1
1,FOXL2+HOXB9,0.0546609868250544,0.1231560758140123,0.1026833923214361,0.1022382412767307,0.6126384279029541,0.5808963620822591,0.75,1.0,0.1
1,IKZF3+MAP2K3,0.1171799595429173,0.136512687064927,0.0509295678574785,0.0494844503394369,0.5291421509126017,0.4777777726650649,0.75,1.0,0.1
1,ETS2+MAPK1,0.2618069944754035,0.1153618135903026,0.1653023257542111,0.415064645511486,-0.0839269986786714,-0.0844162023540016,0.75,1.0,0.1
1,CEBPE+CNN1,0.1145575779262472,0.1159633130506297,0.1407856795141902,0.2637140024168774,0.8276322873448066,0.6024781510367165,0.75,1.0,0.1
1,SAMD1+ZBTB1,0.0847511142031232,0.1465565111974721,0.0631692557355781,0.0602637422800439,0.5338675118128405,0.5262242645461399,0.75,1.0,0.1
1,FOSB+IKZF3,0.2112266451859767,0.1276048346427056,0.1732057899808215,0.2138379311185134,0.656973374609881,0.4400173254354962,0.75,1.0,0.1
1,BPGM+SAMD1,0.0719913525267489,0.1465565111974721,0.0558775585500461,0.0582602046777558,0.615260787764882,0.6342988171667348,0.75,1.0,0.1
1,BCL2L11+TGFBR2,0.0548267639684709,0.1359786805633413,0.0343251562738251,0.0327709488636506,0.5214965512007056,0.4820123815679289,0.75,1.0,0.1
1,FOXA1+KLF1,0.154580455352449,0.1168873358184944,0.0713992706850313,0.0567406096400749,0.2687553014969759,0.4148010895858132,0.75,1.0,0.1
1,SNAI1+ZBTB10,0.2463396395372227,0.1287052638950742,0.1711358633593173,0.1564383627622879,0.3591523447598605,0.437899001535886,0.75,1.0,0.1
1,ETS2+TGFBR2,0.051119247243491,0.1169854591712763,0.0343123166301926,0.0328531446652675,0.6228413586598299,0.630560787108144,0.75,1.0,0.1
1,DUSP9+KLF1,0.23190859269979,0.1146414766965388,0.0783332908984028,0.096272129195129,0.2348276692084592,0.2074960775096593,0.75,1.0,0.1
1,RHOXF2+SET,0.2721408166996862,0.146474709642591,0.0968685926869634,0.0768833166411111,0.6525598871516601,0.6734336092167692,0.75,1.0,0.1
1,CEBPA+ZC3HAV1,0.1732772204117771,0.1382381016885764,0.2032463040476524,0.1527218280273131,0.5516124358362203,0.5530825530066382,0.75,1.0,0.1
2,ETS2+IKZF3,0.1364564026402175,0.166342372137744,0.0373924817577948,0.0890408611713026,0.8985026825186143,0.8940074106337575,0.75,1.0,0.1
2,CDKN1B+CDKN1C,0.1099610924924044,0.1782515519317765,0.106239250267714,0.1463174399826044,0.674531789519629,0.6903434560816378,0.75,1.0,0.1
2,CBL+PTPN12,0.059607692462811,0.1639437177177083,0.0662750309235121,0.044413695344439,0.7230027994667191,0.7719909616207693,0.75,1.0,0.1
2,IKZF3+MAP2K6,0.1052762059362367,0.1713321292498079,0.0413427687655418,0.0400875807873509,0.6472642354354449,0.688223901187801,0.75,1.0,0.1
2,FOXA3+FOXL2,0.0573963241681937,0.1660463984444098,0.1023560922047676,0.0976566743239063,0.5723582234292126,0.6627785313912266,0.75,1.0,0.1
2,PRTG+TGFBR2,0.0675429978750934,0.1625531199648318,0.0715712627385456,0.0516744510787162,0.3351343182057173,0.3174807647874432,0.75,1.0,0.1
2,UBASH3A+UBASH3B,0.0567618227840843,0.1688908433765349,0.1442713540099179,0.0603702322185602,0.0595222613180739,0.040853907842044,0.75,1.0,0.1
2,FOXL2+POU3F2,0.0806803934348844,0.1696629632540701,0.0627748323291289,0.0815986010564007,0.6826007058797824,0.6332738779388889,0.75,1.0,0.1
2,CNN1+ETS2,0.0623750850962155,0.1631304110405066,0.0535193746079378,0.0403635115627699,0.427774928683077,0.4865838464334411,0.75,1.0,0.1
2,SAMD1+ZBTB1,0.0839174941879247,0.1722817413127123,0.0617228905730782,0.0628480210754276,0.5462266900185401,0.5453635770968271,0.75,1.0,0.1
2,FOSB+IKZF3,0.2011943617422021,0.1680723787966486,0.1905752299604943,0.2116513837274386,0.5546363112604313,0.5676517156784935,0.75,1.0,0.1
2,CBL+UBASH3A,0.0607726045344369,0.1731318289092389,0.160949236449564,0.1421341063193082,0.6490319691252451,0.6489456474465385,0.75,1.0,0.1
2,BAK1+BCL2L11,0.0654437484584876,0.1749900005363958,0.052807331231565,0.0537837997868636,0.4332545874141397,0.3979933090103749,0.75,1.0,0.1
2,CEBPB+PTPN12,0.0893093247769604,0.1601266157142979,0.0526665738681045,0.2085682779141479,0.93143782458535,0.8292124737553769,0.75,1.0,0.1
2,IGDCC3+MAPK1,0.0689695004443792,0.1631729869647787,0.0308210456946826,0.114710897688298,0.9507111932583704,0.920851213608976,0.75,1.0,0.1
2,OSR2+PTPN12,0.1309278510314095,0.1656109438470296,0.0660331048946127,0.148443520106047,0.8209929248797884,0.6176809887690233,0.75,1.0,0.1
2,UBASH3B+ZBTB25,0.0499375749490251,0.1663174685230591,0.0352232048302255,0.0485468541140159,0.8103078610256391,0.8035123570735841,0.75,1.0,0.1
2,OSR2+UBASH3B,0.1060058646984728,0.1664092200662902,0.053256192447986,0.2190309112533467,0.8534965589312717,-0.2739298795645936,0.75,1.0,0.1
2,CBFA2T3+FEV,0.1509887972479907,0.1713138746594155,0.3422158110174804,0.5967563010797887,0.8766522325340266,0.8437617379061662,0.75,1.0,0.1
2,PTPN12+UBASH3A,0.057082619401939,0.1677769935151947,0.0545335163172702,0.1427052181991495,0.8559073373145288,0.6941560596156362,0.75,1.0,0.1
2,CEBPB+MAPK1,0.2021243657222087,0.1615093264744896,0.1102423425486659,0.131561027716097,0.906628762357586,0.9219406471165024,0.75,1.0,0.1
2,CBL+CNN1,0.0600289310118752,0.1677305219428382,0.0423821476245314,0.1944188614998786,0.944180835114381,0.9375054070287994,0.75,1.0,0.1
2,SNAI1+ZBTB10,0.2601586779164482,0.1682632337909149,0.1668868639573759,0.1602101118167783,0.3818794877561459,0.4406939489148706,0.75,1.0,0.1
2,DUSP9+KLF1,0.2315668392551565,0.1596505364478993,0.0698604322222536,0.0796425984547606,0.3549547212897835,0.227862838167242,0.75,1.0,0.1
2,RHOXF2+ZBTB25,0.1815729725253098,0.1750036593921541,0.0930223117652601,0.0807340910938417,0.2643500947124157,0.3075360803145134,0.75,1.0,0.1
2,ELMSAN1+MAP2K6,0.072815368912083,0.1696007270784726,0.030474269863128,0.0273991638301111,0.6508989339281124,0.5733993013469065,0.75,1.0,0.1
3,ETS2+IKZF3,0.1395653871001709,0.166925478617884,0.0426550520662001,0.0650063779006924,0.8999520641698607,0.9001755158441155,0.75,1.0,0.1
3,KLF1+SET,0.2609930572330366,0.1660932778601976,0.0782897957766978,0.0748702067981009,0.5897910893351854,0.6247261880361045,0.75,1.0,0.1
3,PRTG+TGFBR2,0.0678622682009917,0.1683767624165272,0.0500844894958098,0.0487869132177127,0.4606883163405825,0.3631632763186062,0.75,1.0,0.1
3,SGK1+TBX3,0.108658646085235,0.1781194727897088,0.1203772885080986,0.1205580800878965,0.525090229885501,0.7792177205868983,0.75,1.0,0.1
3,IGDCC3+PRTG,0.2102129273774028,0.1692733994387213,0.264196006463777,0.2287023459792495,0.6573872611737657,0.781657400596425,0.75,1.0,0.1
3,UBASH3A+UBASH3B,0.0435823558795637,0.1666200066757647,0.1265366990996924,0.0564602485206769,0.1460304854717528,0.1382956319861635,0.75,1.0,0.1
3,PTPN12+UBASH3B,0.0460569091339581,0.1603800760474807,0.0345235056507686,0.0747177229281044,0.7674488102570713,0.3626719197485711,0.75,1.0,0.1
3,FOXL2+HOXB9,0.056635344649911,0.1689002070956652,0.1025884316097355,0.1139917653518285,0.6074576765367888,0.5483064851820267,0.75,1.0,0.1
3,FOXF1+FOXL2,0.0605726674352417,0.170817396746466,0.1219798599161584,0.1255160141900301,0.4675671145228976,0.4650444410955265,0.75,1.0,0.1
3,ETS2+MAPK1,0.2721990480132786,0.1674725719781602,0.1611061710237535,0.1966467524327109,-0.0696790570659913,-0.0417856037609936,0.75,1.0,0.1
3,CEBPE+ETS2,0.1559556051103233,0.1618972999876438,0.0523053729116972,0.0419105111405904,0.939094020071386,0.9296288656034698,0.75,1.0,0.1
3,CBL+UBASH3B,0.0418827657806628,0.1651240515807944,0.172056362237519,0.2399760157539311,0.7749205900220665,0.7403823654980972,0.75,1.0,0.1
3,BCL2L11+TGFBR2,0.0558305431142511,0.1726653413986905,0.0351647801069902,0.0306939174738444,0.5207901840135268,0.4704932472476922,0.75,1.0,0.1
3,MAPK1+TGFBR2,0.1308366477375967,0.1672436026398226,0.0405097682255483,0.0282318034248479,0.6815109545205223,0.7433220773227533,0.75,1.0,0.1
3,DUSP9+MAPK1,0.1542264173989734,0.1687042230636292,0.2367592959711528,0.4126554357428224,0.9117962575395758,0.9030206787258356,0.75,1.0,0.1
3,MAP2K3+MAP2K6,0.0778365865128489,0.1705030762781343,0.0905112359314643,0.1270539514505618,0.5025978875840107,0.0069307520448309,0.75,1.0,0.1
3,CEBPB+JUN,0.21479252503868,0.1709152921136773,0.269652467319755,0.2187332984796838,0.2959154430281992,0.3378143876749431,0.75,1.0,0.1
3,CNN1+MAPK1,0.1024707285453822,0.1680707431881178,0.0400974918254236,0.05098405186229,0.7465227863006506,0.6443710563342393,0.75,1.0,0.1
3,CEBPA+KLF1,0.2241438382580628,0.1644235957418894,0.1047006193037262,0.1090298302610926,0.5724112744494733,0.5250602903763029,0.75,1.0,0.1
3,FOXA1+FOXF1,0.0679396620493655,0.1737728671127021,0.0704673723779687,0.0781786484454738,0.5894544739500619,0.655999112297433,0.75,1.0,0.1
3,CBL+CNN1,0.0537230051907229,0.1683625581761337,0.0631175256671958,0.2167164731470893,0.9419247963821116,0.92284969967653,0.75,1.0,0.1
3,PTPN12+SAMD1,0.0567676881023183,0.1628186762923008,0.0644252019350225,0.0627418180609763,0.4739164319808074,0.4100089475117996,0.75,1.0,0.1
3,ETS2+TGFBR2,0.0761347247994521,0.165966114360212,0.0397457728875997,0.0356621968226268,0.586773396176163,0.6055192654430614,0.75,1.0,0.1
3,DUSP9+KLF1,0.234115247886342,0.164257952863157,0.0690703327710701,0.0695454508589472,0.3631814910718149,0.3523092405231677,0.75,1.0,0.1
3,RHOXF2+ZBTB25,0.1792796920828173,0.1753152413296211,0.0949973837528991,0.0838801289051428,0.2559366045521944,0.2377051966849658,0.75,1.0,0.1
3,FOXA1+FOXL2,0.0699200781150976,0.1688966478721486,0.0598914669859424,0.05578598968294,0.6391357816175212,0.654372641886283,0.75,1.0,0.1
4,CEBPA+CEBPE,0.2134084578265516,0.1561603162286262,0.5770488226790129,0.5704893659693357,0.9433768302135724,0.9499433946371204,0.75,0.5,0.1
4,KLF1+SET,0.2253407456802369,0.1590655982150255,0.0982256521586879,0.1009446163176263,0.416297030536737,0.3686924699593755,0.75,0.5,0.1
4,CEBPE+SET,0.2238915719126003,0.1576616362489461,0.4625248376403756,0.3777714445008971,0.9466835944641404,0.9565695908883124,0.75,0.5,0.1
4,ELMSAN1+ZBTB10,0.2262924901372273,0.1616166005019186,0.0941477098706706,0.0975204796521831,0.5748640109379919,0.5495269243144738,0.75,0.5,0.1
4,AHR+KLF1,0.1646323124576953,0.1611143947330491,0.2841175038475009,0.3029772891261404,0.0266942843484223,-0.2779445805994316,0.75,0.5,0.1
4,FOSB+PTPN12,0.0783479799159899,0.1564508214555533,0.064263508812407,0.0526377972525741,0.6406241146049879,0.6715004034903252,0.75,0.5,0.1
4,FOXL2+HOXB9,0.0615427267125091,0.1577034830673525,0.1010422976672682,0.1092729700650142,0.6154937744587263,0.572306164611182,0.75,0.5,0.1
4,IGDCC3+ZBTB25,0.1059447116249005,0.1615302307488481,0.070313406812257,0.0712128324920521,0.4338691098806589,0.4077951699483748,0.75,0.5,0.1
4,ETS2+MAPK1,0.2272075448925535,0.1555205961062868,0.1593931989205683,0.2104480065395952,-0.0893105508010412,-0.0778118904343069,0.75,0.5,0.1
4,CEBPB+OSR2,0.2034791008754522,0.1629261551319291,0.075926551071136,0.0829932077931057,0.619364103027497,0.5899179524913798,0.75,0.5,0.1
4,FOSB+IKZF3,0.2140993683770969,0.1617109546668728,0.2084806580075468,0.1932107307907047,0.5687237213384979,0.7346779781431633,0.75,0.5,0.1
4,CNN1+UBASH3A,0.0458128917058109,0.1590273931421921,0.1844653928825132,0.3780097974847821,0.8920601017169681,0.8371410864302992,0.75,0.5,0.1
4,BCL2L11+TGFBR2,0.0506710528250671,0.1602914369070658,0.0342515510890427,0.0288891882479054,0.5222704758688755,0.5196847087935641,0.75,0.5,0.1
4,IGDCC3+MAPK1,0.1151540081963417,0.1588538474645925,0.0467285452724753,0.1130081390329889,0.9388985361772928,0.9066854164782328,0.75,0.5,0.1
4,MAP2K3+MAP2K6,0.0923227147328771,0.1609309277288813,0.0835283197615501,0.1303463846566427,0.5704298420365711,-0.0370578793720735,0.75,0.5,0.1
4,CBL+PTPN9,0.0499020838336984,0.1607037817290433,0.0430723732560719,0.0479982915351889,0.8679658336648637,0.8687531614192907,0.75,0.5,0.1
4,OSR2+UBASH3B,0.0870589800980664,0.1595998347462174,0.03337710736057,0.1868235586680026,0.9123839530390944,0.107783037627661,0.75,0.5,0.1
4,CEBPA+KLF1,0.2167927120157702,0.1571242109966979,0.1032357219376527,0.1072074301616403,0.5583992333769815,0.5453086533645375,0.75,0.5,0.1
4,FEV+MAP7D1,0.219102868397478,0.1655590422169241,0.0733823398204259,0.0773755555089369,0.8219513952803693,0.8253293283780446,0.75,0.5,0.1
4,CEBPB+MAPK1,0.2061915999965405,0.1574284392254004,0.1071252439220593,0.1008937616072642,0.9369077310779628,0.9344489135138716,0.75,0.5,0.1
4,MAPK1+PRTG,0.1332381330200332,0.1588538474645925,0.0578900335727496,0.1080253656795773,0.9202795847451224,0.8774032250537321,0.75,0.5,0.1
4,CEBPB+FOSB,0.1240244296013522,0.1607089061391748,0.1674732763217147,0.231842776960787,0.4921181542286063,0.1719113993066339,0.75,0.5,0.1
4,DUSP9+KLF1,0.2189970342563287,0.154431773577404,0.0723133904513865,0.0722004860174401,0.3022867104386902,0.3127735308103904,0.75,0.5,0.1
4,RHOXF2+ZBTB25,0.2104243494854965,0.1671159242001978,0.087479462843395,0.0817045098487275,0.2052642126127997,0.2870465541537868,0.75,0.5,0.1
4,DLX2+SNAI1,0.1739127206854973,0.1643785516125237,0.1253943312662506,0.1209055766228281,0.4588428412744234,0.558291805008671,0.75,0.5,0.1
4,FOSB+OSR2,0.1757577514379451,0.1669379839794652,0.0929018677956851,0.0696046646880789,0.0153175781411058,0.2108063283294053,0.75,0.5,0.1
