seed,pair,reliability_weight,estimated_witness_risk,geometry_risk,oracle_risk,estimated_realized_mse,geometry_realized_mse,oracle_realized_mse,estimated_residual_cosine,geometry_residual_cosine,selected_rho,selected_length_factor,selected_noise_ratio
100,CBL+UBASH3A,0.027000000700354576,0.07463834621977171,0.15123642790172404,0.10384324754072399,0.19878060435383002,0.17012282405767826,0.10384324750454281,0.6454125703679736,0.6390557184684188,0.75,4.0,0.1
100,CEBPE+ZC3HAV1,0.5799999833106995,0.09842464511515432,0.15077200932834264,0.024787675375138818,0.12828804943570885,0.1384204999837114,0.024787675345955794,0.9686584330185547,0.97227160464834,0.75,4.0,0.1
100,CDKN1A+CDKN1C,0.11400000005960464,0.17586075896985875,0.18448550134210775,0.08664064949907348,0.10317910314453126,0.1315378261483677,0.08664064946563546,0.7079663359553914,0.7081383089241357,0.75,4.0,0.1
100,BAK1+KLF1,0.3089999854564667,0.07722267499095621,0.14349926357783022,0.02193006483566183,0.05302458909788205,0.062306390970046685,0.021930064809446474,0.36925704711906115,0.15807360558553546,0.75,4.0,0.1
100,CBL+PTPN9,0.14300000667572021,0.08073256627413022,0.157444361743985,0.030843106473181073,0.03723742754557644,0.03879462763438526,0.03084310644181664,0.8681336571606254,0.8576935747152591,0.75,4.0,0.1
100,UBASH3B+ZBTB25,0.0010000000474974513,0.07441173975211329,0.14691469918892294,0.028200400298124234,0.037051757258420887,0.057774815865239935,0.028200400268988565,0.789453936075787,0.6855278149172996,0.75,4.0,0.1
100,CNN1+MAPK1,0.621999979019165,0.08793785319298218,0.13568596135891706,0.024400628252740357,0.04372337702889852,0.040423062959386635,0.02440062821826521,0.7605221718261616,0.7192352660735153,0.75,4.0,0.1
100,CEBPA+KLF1,0.7269999980926514,0.1851825548120799,0.13631010772197963,0.06346290623782107,0.23101353948378223,0.16463021600759492,0.06346290620003055,0.5488504346939977,0.49772759821028917,0.75,4.0,0.1
100,CEBPB+MAPK1,0.23600000143051147,0.15683179239001357,0.13081384973919127,0.02847483256332406,0.07829502878097527,0.0617405147877677,0.02847483253329444,0.9061950482752821,0.9332753370435942,0.75,4.0,0.1
100,SNAI1+ZBTB10,0.3889999985694885,0.23251695440453268,0.15758845979641883,0.11532908053891776,0.26267259176525054,0.17262419413264393,0.11532908050094988,0.2684711845008408,0.3627115052857565,0.75,4.0,0.1
100,ETS2+TGFBR2,0.12300000339746475,0.06177654066404873,0.12779996210272165,0.022991794939324094,0.04077625093694161,0.04249274632323804,0.02299179491213649,0.547518392099492,0.5010475830854364,0.75,4.0,0.1
100,CEBPA+ZC3HAV1,0.46000000834465027,0.18217912090440228,0.16324062166076486,0.10009635199835103,0.1858239486159549,0.18507794203698685,0.1000963519675307,0.5128623925712934,0.5211160727326258,0.75,4.0,0.1
100,SNAI1+UBASH3B,0.2759999930858612,0.07576344865164594,0.14167564953991893,0.02915870877476391,0.04272716139082652,0.10502840290737021,0.0291587087446309,0.577593658085554,-0.05550678933564944,0.75,4.0,0.1
100,CNN1+UBASH3B,0.6230000257492065,0.06858089881561424,0.1385647369348291,0.025383964662412856,0.07480477122665682,0.1633016528420277,0.025383964632357175,0.889543637712147,0.7146832478742606,0.75,4.0,0.1
100,ELMSAN1+MAP2K6,0.07900000363588333,0.09915954328120183,0.16017176859665938,0.021651433649008192,0.05093545578619735,0.03305548767812134,0.021651433623627578,0.5676954515973257,0.4907392933864838,0.75,4.0,0.1
100,DUSP9+IGDCC3,0.2370000034570694,0.09424682568594432,0.13880798481879875,0.030641718698633358,0.09860418508581958,0.05259797562284937,0.030641718664508377,0.5505863593955388,0.7775823149474913,0.75,4.0,0.1
101,CEBPA+CEBPE,0.5609999895095825,0.23754018261349738,0.1309418778960437,0.07065480331868113,0.2299014679783701,0.3829938114113712,0.07065480328321282,0.9199731527920192,0.9540926069045487,0.9,4.0,0.03
101,ETS2+PRTG,0.35600000619888306,0.052638165265283775,0.13175780606328966,0.02041688036126693,0.02765422303681998,0.07954265136030911,0.02041688033324347,0.9241900037366697,0.828034555641213,0.9,4.0,0.03
101,SAMD1+TGFBR2,0.0,0.05242514254561791,0.13200189798518558,0.0951454113524367,0.1096164641442908,0.10822923922379021,0.09514541132432514,0.3809535369628811,0.3716671759175984,0.9,4.0,0.03
101,CDKN1B+CDKN1C,0.0,0.10370887187765382,0.17385770254514887,0.07780520276943018,0.10016036627522777,0.1214782856609255,0.07780520274191575,0.6954279926359415,0.6903434560816448,0.9,4.0,0.03
101,DUSP9+ETS2,0.7250000238418579,0.07903848389190367,0.12595437085045133,0.020802943795769607,0.06449505162069691,0.13559017338479512,0.02080294376771786,0.8805586484836779,0.535135894753898,0.9,4.0,0.03
101,CEBPA+JUN,0.4909999966621399,0.47500050689599643,0.1539460816781409,0.19315648252286832,0.35969324246231926,0.3055839731296865,0.19315648248522907,0.35553141474516703,0.5087252274795785,0.9,4.0,0.03
101,CEBPB+CEBPE,0.21799999475479126,0.10444013437463075,0.12355262072712611,0.07764885204417216,0.27959809594675383,0.11579878923735015,0.07764885201118571,0.7747055201777132,0.9219756368379567,0.9,4.0,0.03
101,IKZF3+MAP2K6,0.04699999839067459,0.08004757476909624,0.13761626432739227,0.026986867087000717,0.04449717381534959,0.05068073306918388,0.026986867061889557,0.6333825319011507,0.639621028326536,0.9,4.0,0.03
101,AHR+KLF1,0.7609999775886536,0.11730103484914856,0.14079525825974104,0.03539987235348532,0.1518307508450254,0.3102301984448218,0.0353998723292522,0.7189935059130655,-0.13921153910010947,0.9,4.0,0.03
101,PRTG+TGFBR2,0.16500000655651093,0.05736942634086629,0.1322201259762068,0.030133753693171485,0.06694361726181884,0.04235403769951993,0.030133753667472302,0.38086473871652166,0.5046935078342757,0.9,4.0,0.03
101,PTPN12+UBASH3B,0.03099999949336052,0.04136463331316367,0.1207822269517825,0.027641183433701887,0.039435156600301766,0.08856932192333539,0.027641183407755694,0.7285889697463064,0.30443821660876624,0.9,4.0,0.03
101,CEBPE+CNN1,0.4620000123977661,0.07637241896949719,0.12716325446465418,0.036096672251296424,0.12071042200657688,0.18991997582819556,0.03609667222330807,0.8409509783155303,0.8053285087005587,0.9,4.0,0.03
101,CEBPE+ZC3HAV1,0.5799999833106995,0.06710515592146958,0.13685168015098842,0.024348522116051097,0.19504220690804183,0.2045948699895937,0.024348522089035297,0.9450720743099894,0.9625543072970122,0.9,4.0,0.03
101,CEBPB+PTPN12,0.28999999165534973,0.06982551249832679,0.12350526690995332,0.03271749935565804,0.05986028557308534,0.12425409886825292,0.0327174993273182,0.9328510418137832,0.8829288823866432,0.9,4.0,0.03
101,TBX2+TBX3,0.37400001287460327,0.12193440459072885,0.17171131115570257,0.029988813559586214,0.04828580121231037,0.03992429955617555,0.029988813534166218,0.54126949810941,0.6563242616965578,0.9,4.0,0.03
101,OSR2+PTPN12,0.4269999861717224,0.0713248882655914,0.12960674988907683,0.0270773861666668,0.03947862361271882,0.07475914539996813,0.027077386133033437,0.8962463938022507,0.8526120502945695,0.9,4.0,0.03
101,FOXA1+FOXA3,0.16899999976158142,0.07203586407286167,0.1413587167757987,0.044942708600433874,0.07390637336871969,0.05505777131918842,0.04494270857364192,0.531987240164055,0.5586021482061444,0.9,4.0,0.03
101,PTPN12+UBASH3A,0.5049999952316284,0.041212024694934526,0.13003801236154583,0.02834532753838173,0.1132463120028526,0.15894069252105245,0.028345327508897487,0.6844969030929304,0.4653028575851717,0.9,4.0,0.03
101,CBL+CNN1,0.3889999985694885,0.04787319166497823,0.13076597276985466,0.026993413216984563,0.042020658794693036,0.0806241697645454,0.026993413186820383,0.9476985344489975,0.9497807708770343,0.9,4.0,0.03
101,FOXA1+HOXB9,0.10999999940395355,0.05290575037747476,0.14404982693959634,0.03491212503458177,0.08567072815277736,0.07474575396393182,0.03491212500781383,0.594057216124781,0.7043433480672303,0.9,4.0,0.03
101,DLX2+ZBTB10,0.38999998569488525,0.20798686642198128,0.15381339316817888,0.12553792990375667,0.18132090167793136,0.17866956026658806,0.12553792986941067,0.5241253705719755,0.5283189728853456,0.9,4.0,0.03
101,PTPN12+SAMD1,0.0,0.05046963427386993,0.1298866230585807,0.02793896170541165,0.08731767251139651,0.06944969632677549,0.02793896167823742,0.3619043518336923,0.40243902573643,0.9,4.0,0.03
101,ETS2+TGFBR2,0.12300000339746475,0.0436716107442844,0.12493349157274641,0.023707186979898556,0.034447283169600634,0.052502393685817855,0.023707186955208792,0.6274944953203719,0.328857329066806,0.9,4.0,0.03
101,FOXF1+HOXB9,0.03400000184774399,0.05202634002834862,0.1468697359706901,0.044740431519287124,0.07529519644710607,0.05990190181364299,0.04474043149332599,0.5473004453336873,0.5699590192583341,0.9,4.0,0.03
101,RHOXF2+ZBTB25,1.0,0.1821635662005232,0.1517577530529937,0.049371961990562416,0.10402978231755441,0.10751287821145142,0.04937196196107735,0.2557218153734407,0.1647835022506449,0.9,4.0,0.03
101,ELMSAN1+MAP2K6,0.07900000363588333,0.06452261512541428,0.14278701420147238,0.018683637874576723,0.031508981047828635,0.02857645827295457,0.01868363785080185,0.6296294505193017,0.5667714330031963,0.9,4.0,0.03
102,CEBPE+SET,0.8659999966621399,0.5274323614678789,0.141757163115277,0.028940880074611153,0.17597535839137368,0.2668262004920208,0.028940880041704562,0.9440107216986138,0.9564442533306227,0.9,4.0,0.03
102,CBL+PTPN12,0.0010000000474974513,0.04435039261648319,0.1291216677621267,0.025620546684776174,0.08783798589951301,0.034554014908867135,0.025620546656920467,0.7292709861093795,0.7778019746449422,0.9,4.0,0.03
102,CBL+TGFBR2,0.05900000035762787,0.04454694874342119,0.13155738712659623,0.03783523649586609,0.07251343022010863,0.049447914227614874,0.037835236468949485,0.761422792458973,0.768930455227649,0.9,4.0,0.03
102,CEBPB+CEBPE,0.21799999475479126,0.11779544024547743,0.13024480368354271,0.0804259856728834,0.28005412029285887,0.10888957032871524,0.08042598563956965,0.7865591991608716,0.9154311721285299,0.9,4.0,0.03
102,PTPN9+UBASH3B,0.0,0.04406686843711521,0.13821589136308327,0.025044779781774662,0.04155301641816472,0.05524861684307648,0.025044779753816505,0.7956084753171748,0.7712531938054495,0.9,4.0,0.03
102,FOXL2+HOXB9,0.0,0.04963136513966713,0.14268084729984115,0.08131511141230524,0.10517618393342984,0.10481553582660216,0.08131511138322181,0.6064857406590577,0.5667546042559924,0.9,4.0,0.03
102,CEBPE+CNN1,0.4620000123977661,0.0731666719107034,0.13162412957644895,0.03822400196648407,0.07200072208851194,0.23501452648036777,0.038224001936914546,0.9034697239961296,0.6705845154644478,0.9,4.0,0.03
102,CDKN1A+CDKN1B,0.0,0.1057681589117849,0.18052028512800186,0.06695082467740156,0.10464957089354683,0.10529924525100876,0.06695082465031606,0.624668826462174,0.6505382406063595,0.9,4.0,0.03
102,SAMD1+ZBTB1,0.019999999552965164,0.07326975947493872,0.15878731095682494,0.049300991420467774,0.06711906961465453,0.05866546666228852,0.04930099139305949,0.526299360952372,0.5378133948443523,0.9,4.0,0.03
102,ETS2+IGDCC3,0.3529999852180481,0.0617257996001175,0.1314976736513454,0.023901145130758417,0.03914693307081909,0.0758325958446079,0.023901145103776493,0.9188240624412156,0.86505751071905,0.9,4.0,0.03
102,FOXA3+HOXB9,0.09099999815225601,0.05585950426431444,0.15176215284398217,0.03776892345753648,0.050232142693090676,0.04939970673784309,0.03776892342883984,0.7063329784778636,0.7069091196665129,0.9,4.0,0.03
102,BCL2L11+TGFBR2,0.07800000160932541,0.05194656257638943,0.1489291856174599,0.023591008260386983,0.03720214709977318,0.029947665807508593,0.023591008235129798,0.5099528012348994,0.5179895365022388,0.9,4.0,0.03
102,CEBPE+ZC3HAV1,0.5799999833106995,0.06692348725409812,0.1427397233690148,0.023848223946856262,0.19082541678136644,0.22651203049853266,0.023848223918625937,0.9484759995471977,0.9564529069639154,0.9,4.0,0.03
102,IGDCC3+MAPK1,0.46799999475479126,0.10836499455400553,0.1355234217157805,0.02982243293700404,0.0625954624525251,0.08640523829731081,0.029822432907210105,0.9127555429895273,0.8878451769311183,0.9,4.0,0.03
102,TBX2+TBX3,0.37400001287460327,0.12685373196980096,0.17829163963259442,0.030503645674984307,0.05288091862951747,0.03992429955617555,0.030503645648894004,0.48259101721030984,0.6563242616965578,0.9,4.0,0.03
102,CEBPB+JUN,0.01899999938905239,0.2353911353504505,0.15362388058565,0.16247988416941375,0.3610483503332559,0.2564799855553965,0.1624798841372109,0.2754505456783577,0.321565840213592,0.9,4.0,0.03
102,CNN1+MAPK1,0.621999979019165,0.07719499020288058,0.13452341111925975,0.025853148325657473,0.06054982021354409,0.06916335712746373,0.02585314829272754,0.7208410284340911,0.4413217648517431,0.9,4.0,0.03
102,FEV+MAP7D1,0.5609999895095825,0.23587137374862802,0.1641439005201874,0.04939805863215577,0.08179975635365151,0.06455557559235596,0.04939805860371342,0.7395874045960602,0.8006851263561259,0.9,4.0,0.03
102,MAPK1+PRTG,0.5989999771118164,0.09966532194772997,0.13553815978548503,0.02518786413573562,0.04354998032407045,0.07028734265854897,0.025187864102041456,0.9207751625082942,0.8905999931919306,0.9,4.0,0.03
102,AHR+FEV,0.8109999895095825,0.3294940071454059,0.16392506618430472,0.08258636367183977,0.20049443316584742,0.1821582363911965,0.08258636363903406,0.51176307533769,0.6449096462958691,0.9,4.0,0.03
102,CEBPB+FOSB,0.6029999852180481,0.07670996741450496,0.1346656741569773,0.12577558466486208,0.1680275003094296,0.29318386510966177,0.12577558462860108,0.5109637512936074,0.1528267558820342,0.9,4.0,0.03
102,SNAI1+ZBTB10,0.3889999985694885,0.36592392246793964,0.14556562453046643,0.11181822556269548,0.3486408201147202,0.15945311100099122,0.1118182255269084,0.2203594843492738,0.4218230457092538,0.9,4.0,0.03
102,RHOXF2+SET,1.0,0.7744895620449211,0.16386091086110424,0.05026581743267716,0.08944380263599724,0.07441596915915598,0.050265817399951736,0.5566306083444382,0.6770904332244395,0.9,4.0,0.03
102,DLX2+SNAI1,0.36800000071525574,0.12070258900103108,0.1574285516242839,0.0746831141724568,0.17107545849066083,0.10347947986515149,0.07468311414392338,0.23351661632379916,0.592498256015313,0.9,4.0,0.03
102,FOSB+OSR2,0.6060000061988831,0.086411959390195,0.1410352445493986,0.038498069035503735,0.12117478908094093,0.08399308041092389,0.03849806900604159,0.14925131419871096,0.2705566772900008,0.9,4.0,0.03
102,ELMSAN1+MAP2K6,0.07900000363588333,0.05860388446687097,0.14387032511720738,0.01855646623528529,0.029520433944429703,0.028916730649762055,0.018556466210537758,0.6281698747600607,0.5884060611190719,0.9,4.0,0.03
103,SAMD1+TGFBR2,0.0,0.06711177872368626,0.13156176398059827,0.0944163290275579,0.10669848912624574,0.1096794892828389,0.09441632899516063,0.3932546256481193,0.3592700242843673,0.75,4.0,0.1
103,IGDCC3+TGFBR2,0.06499999761581421,0.06612281937317631,0.12606250883803014,0.026624448798749735,0.04892892081525186,0.030366386779011777,0.026624448770163806,0.6654580200810146,0.7012123223738903,0.75,4.0,0.1
103,SGK1+TBX2,0.29899999499320984,0.1173788658861,0.16521779552981766,0.033761463429788516,0.04353725493398729,0.052608172730568344,0.0337614633993776,0.7659123631978004,0.7631133213836462,0.75,4.0,0.1
103,CBL+PTPN12,0.0010000000474974513,0.061141083063031794,0.12477470649637203,0.026184248408296473,0.05617970044020343,0.03642726320470677,0.02618424837791728,0.7442616746953186,0.7637906414993081,0.75,4.0,0.1
103,DUSP9+SNAI1,0.7459999918937683,0.1447542703262191,0.1319213983445324,0.08879009535228977,0.806195141989434,0.784765370023138,0.08879009530969662,-0.30886105848667916,-0.32856877108643584,0.75,4.0,0.1
103,PRTG+TGFBR2,0.16500000655651093,0.07158364121372224,0.12813092019984929,0.031306422978791396,0.08858892528398087,0.05132469812307386,0.03130642295075364,0.24508524784465552,0.3872655932653997,0.75,4.0,0.1
103,ELMSAN1+MAP2K3,0.33799999952316284,0.08337198277143575,0.14192636272913953,0.023989930581664112,0.03727476450490333,0.035248743435621094,0.02398993055176463,0.7196294357901721,0.6931466213236684,0.75,4.0,0.1
103,UBASH3A+UBASH3B,0.39500001072883606,0.06149184462107459,0.13432467429906178,0.01922811371433915,0.0965567576545642,0.08238109891248008,0.01922811368756435,0.21619799938601553,0.15448594100681395,0.75,4.0,0.1
103,FOXL2+POU3F2,0.09700000286102295,0.0853473080174833,0.14818893417171505,0.04803536242838524,0.08906249355075756,0.08699844524271358,0.048035362397683114,0.5115574777184269,0.509052320624346,0.75,4.0,0.1
103,FOXF1+FOXL2,0.34700000286102295,0.07204495148311861,0.14301110258226152,0.04877671685697858,0.13388935128557358,0.12445432144093523,0.04877671682716824,0.3913053356265467,0.4359541126148921,0.75,4.0,0.1
103,CDKN1A+CDKN1B,0.0,0.11941674023173929,0.17347868530630853,0.06731142197465176,0.09701938473295353,0.10529924525100876,0.06731142194525502,0.6431589517526769,0.6505382406063595,0.75,4.0,0.1
103,CNN1+UBASH3A,0.7139999866485596,0.06790849228954961,0.13923923125580254,0.04930577435791422,0.2251353985804323,0.2864103815487158,0.049305774320637166,0.8534170992567965,0.8550675156800728,0.75,4.0,0.1
103,CEBPE+SPI1,0.7860000133514404,0.16893058652182869,0.1393416789580183,0.07911493694397317,0.35706045533180086,0.32195517387010736,0.07911493690857109,0.6387887596163431,0.6325222998670129,0.75,4.0,0.1
103,BPGM+SAMD1,0.30000001192092896,0.08868419462946206,0.1567273960344475,0.035477987581376956,0.04804095791373455,0.05586919230078558,0.0354779875497698,0.6822408335698597,0.6591259220505945,0.75,4.0,0.1
103,PTPN12+PTPN9,0.06400000303983688,0.06378229555509239,0.13125812277627222,0.025391792361259297,0.03510034360173223,0.0753515691061943,0.025391792330071338,0.8261931062479432,0.5605529104334583,0.75,4.0,0.1
103,UBASH3B+ZBTB25,0.0010000000474974513,0.06203983952855272,0.13335213004306007,0.027976669371250776,0.0357823815425673,0.03532458731785484,0.027976669343386044,0.8115860282632568,0.8068919180731943,0.75,4.0,0.1
103,FOXA1+FOXA3,0.16899999976158142,0.10590202098569516,0.15097152900951286,0.04827591957226115,0.07587743061567155,0.05968660705646401,0.04827591954252287,0.49752615078080753,0.5020319689165882,0.75,4.0,0.1
103,CEBPB+JUN,0.01899999938905239,0.15176922206527865,0.14399453947844634,0.1590224973098434,0.34382992100704723,0.22785321629545066,0.15902249727453596,0.2977002340432183,0.3749231168243231,0.75,4.0,0.1
103,CEBPA+KLF1,0.7269999980926514,0.1507268349909703,0.1246717382462365,0.06229228192847705,0.11690854902479385,0.12409373548362373,0.062292281889644585,0.6125095197068413,0.530157998931832,0.75,4.0,0.1
103,FOXA1+FOXF1,0.09600000083446503,0.09407478686258909,0.15602355165508186,0.038760588411415206,0.10352100049752867,0.08716956171421135,0.03876058838121027,0.34154804023007634,0.43647530748887325,0.75,4.0,0.1
103,CBL+CNN1,0.3889999985694885,0.06675327837030157,0.1321774320030313,0.029912102508897198,0.06867488764228451,0.153321562485326,0.02991210247316269,0.9354676452165217,0.9037816845416726,0.75,4.0,0.1
103,FOXA1+HOXB9,0.10999999940395355,0.08913720965203148,0.15097152900951286,0.036285924696681904,0.09060657359886137,0.07843705167558164,0.03628592466561206,0.5610094681216404,0.6893800220214249,0.75,4.0,0.1
103,RHOXF2+ZBTB25,1.0,0.14189090618559003,0.15625309674826737,0.05122183949651301,0.08436473207900401,0.09414232858278866,0.051221839464401064,0.338660900280376,0.21848692538698974,0.75,4.0,0.1
103,FOXA1+FOXL2,0.0,0.09754338366544257,0.14669674061710827,0.04548828735168667,0.07055678370516705,0.05776765270602019,0.04548828732152622,0.5613128759248256,0.5875887198153911,0.75,4.0,0.1
103,DLX2+SNAI1,0.36800000071525574,0.10495473048317032,0.1536537195160051,0.07489777002653099,0.1844394415330726,0.1526687150011893,0.07489776999472132,0.1748458443979861,0.26563981135137016,0.75,4.0,0.1
103,FOSB+OSR2,0.6060000061988831,0.0807077515575969,0.1335586226767399,0.03842446630710571,0.1160253203610196,0.07660983810057635,0.03842446627618075,0.20145011621885117,0.3223470208911671,0.75,4.0,0.1
104,ETS2+PRTG,0.35600000619888306,0.08980422437959285,0.0875233664763454,0.020228141616606576,0.03930368960804509,0.04686838851859773,0.020228141587647474,0.8888474121136744,0.8708133161217256,0.5,0.5,0.03
104,SAMD1+TGFBR2,0.0,0.0540662741545764,0.08712421708527972,0.09397889505863591,0.12483338449828622,0.12040949913171174,0.09397889502985658,0.3142646924708571,0.33324377627501767,0.5,0.5,0.03
104,KLF1+SET,0.871999979019165,0.19932339562390114,0.0950758848729612,0.040909163306931326,0.06892455334750373,0.07090235997106427,0.040909163272356525,0.6472420920611833,0.6782779894933704,0.5,0.5,0.03
104,CEBPA+CEBPB,0.3499999940395355,0.19060572679003682,0.10644288900994242,0.13636120836457621,0.32758777371877223,0.25055676307792024,0.13636120832374027,0.9037955783512798,0.9047122771671393,0.5,0.5,0.03
104,FOSB+UBASH3B,0.4560000002384186,0.04787009172103321,0.08334877524454881,0.022975454278724224,0.16803554244388527,0.3493726409858012,0.02297545425245496,-0.07592460699689998,-0.4574570072603201,0.5,0.5,0.03
104,CEBPB+CEBPE,0.21799999475479126,0.15229974487880427,0.08153839755722234,0.08339893855098901,0.16119529705405627,0.1234545422063524,0.08339893851639375,0.9000919415052525,0.9041249881414154,0.5,0.5,0.03
104,SGK1+TBX3,0.28600001335144043,0.14841326159713172,0.17671132823122937,0.03661129959442172,0.10876581203529061,0.08371192228197429,0.03661129956688475,0.59815695104999,0.7581172423694336,0.5,0.5,0.03
104,UBASH3A+UBASH3B,0.39500001072883606,0.021341914004518563,0.0868106653002542,0.01881380180912704,0.2229238652036065,0.21070737886727445,0.018813801784411745,0.06893147524642655,0.06646815207029955,0.5,0.5,0.03
104,PTPN12+ZBTB25,0.0,0.02829693825708701,0.08681086503348424,0.024756738096621225,0.05664836852552358,0.08339827894962176,0.024756738069965523,0.6844876290647677,0.4540717331447625,0.5,0.5,0.03
104,KLF1+MAP2K6,0.4099999964237213,0.08252133182384142,0.08566978151330638,0.02697473272072072,0.06861968590590077,0.20047045852187295,0.026974732694456008,0.5672945534247379,-0.2980979058519305,0.5,0.5,0.03
104,FOXL2+HOXB9,0.0,0.04598865155054461,0.1025086884078837,0.08217967396854033,0.1164203568550182,0.11508823414104119,0.08217967393967382,0.5639223414679789,0.5290277811670366,0.5,0.5,0.03
104,FOXF1+FOXL2,0.34700000286102295,0.038319512623770716,0.09728324978548099,0.04435335738984335,0.09996726267354626,0.09005855783586295,0.04435335736173198,0.5932562384692994,0.6442379321965838,0.5,0.5,0.03
104,ETS2+MAPK1,0.7639999985694885,0.20756449624503273,0.08703933687462344,0.03536436564108579,0.2782432116364617,0.4554498578930077,0.035364365612995045,-0.05592726508765947,-0.05746919183577336,0.5,0.5,0.03
104,CEBPB+OSR2,0.1809999942779541,0.13128957589689136,0.09436848192236577,0.04794568064177018,0.1299047498851224,0.2258370818671841,0.04794568061103774,0.5299062660148366,0.5634664174843486,0.5,0.5,0.03
104,FOSB+IKZF3,0.5220000147819519,0.19435378457995142,0.08906395388697835,0.03805811708693116,0.2949703420056555,0.37206568371710974,0.03805811705559002,-0.008865316192250198,-0.17472681887943273,0.5,0.5,0.03
104,ETS2+IGDCC3,0.3529999852180481,0.11138979148098549,0.08918275782439107,0.023696655093176228,0.04556556311057111,0.05468359598500451,0.023696655064833958,0.8959506438074616,0.8788388780635356,0.5,0.5,0.03
104,DUSP9+MAPK1,0.7250000238418579,0.13322636343057778,0.08468097162952082,0.03723071024976332,0.27076614906120045,0.35385793661909826,0.03723071021448101,0.8874973434773371,0.7982211922335869,0.5,0.5,0.03
104,IGDCC3+MAPK1,0.46799999475479126,0.06946004497654229,0.08935624800752255,0.026992464655861248,0.04172646582010339,0.05694344256155361,0.02699246462558701,0.9328779884693366,0.9070345703062469,0.5,0.5,0.03
104,CEBPA+KLF1,0.7269999980926514,0.20144594552926282,0.09945394376655052,0.0683615442171218,0.15835915813564513,0.23250682877301693,0.06836154418164027,0.4831308398594411,0.4718809536788343,0.5,0.5,0.03
104,FOXA1+HOXB9,0.10999999940395355,0.040154488614150795,0.10673952419076291,0.03354449753690983,0.07313628206804641,0.06361697865726171,0.033544497509060564,0.6855652367716648,0.7215290455944704,0.5,0.5,0.03
104,BPGM+ZBTB1,0.41600000858306885,0.11171742848726132,0.1619825756477573,0.04189656550905865,0.11783590315068641,0.07068401284523189,0.04189656547986951,0.37432005685252673,0.6359778922175542,0.5,0.5,0.03
104,PTPN12+ZBTB10,0.3779999911785126,0.1908952874907511,0.09491783089524083,0.0569920335902938,0.08738546861771998,0.09389985130000368,0.056992033557790055,0.63662117256145,0.6179034275267272,0.5,0.5,0.03
104,AHR+FEV,0.8109999895095825,0.22318874176812473,0.12991836942060916,0.07802974776017793,0.1841023322761888,0.15992592267937256,0.07802974772518527,0.6407990812200148,0.6568404150916872,0.5,0.5,0.03
104,DLX2+ZBTB10,0.38999998569488525,0.22377926117224692,0.13704860306759886,0.1287920261259268,0.17669004865098314,0.187755284902087,0.12879202608880488,0.5139752096949048,0.47336256824753525,0.5,0.5,0.03
104,CEBPA+ZC3HAV1,0.46000000834465027,0.17977307410954527,0.12287445383472738,0.0983547443368262,0.24619022145603295,0.33339015368656116,0.09835474430813118,0.5379197526243662,0.5406863758491499,0.5,0.5,0.03
